Predicted	Actual
[start] Jinman ɕ i u ⁵⁵ [end]	[start] Jinman ɕ u ⁵⁵ [end]
[start] Jinman tɕ i u ²² [end]	[start] Jinman tɕ u ²² [end]
[start] Jinman s a ⁴⁴ [end]	[start] Jinman ɕ a ⁵⁵ [end]
[start] Jinman ɕ i ²² [end]	[start] Jinman ɕ i ²² [end]
[start] Jinman ɕ i ²² [end]	[start] Jinman ɕ i ²² [end]
[start] Jinman m e ²¹ [end]	[start] Jinman m e ²¹ [end]
[start] Jinman l õ ²¹ [end]	[start] Jinman l u ²¹ [end]
[start] Jinman q ã ⁵⁵ [end]	[start] Jinman q ã ⁵⁵ [end]
[start] Jinman tɕ ɥ i ²² [end]	[start] Jinman ts ɥ i ²² [end]
[start] Jinman tɕ ĩ ⁴² [end]	[start] Jinman dʑ i ⁴² [end]
[start] Jinman s e ⁴² [end]	[start] Jinman s ẽ ⁴² [end]
[start] Jinman ʂ ə̃˞ ²² [end]	[start] Jinman ʂ ə˞ ²² [end]
[start] Jinman t ɥ e ²² [end]	[start] Jinman t ɥ i ²² [end]
[start] Jinman tɕʰ i ⁵⁵ [end]	[start] Jinman tɕʰ i ⁵⁵ [end]
[start] Jinman q ɯ ⁵⁵ [end]	[start] Jinman q ɯ ⁵⁵ [end]
[start] Jinman ɕ i ²² [end]	[start] Jinman ɕ i ²² [end]
[start] Jinman ɕ j e ⁵⁵ [end]	[start] Jinman s ẽ ⁵⁵ [end]
[start] Jinman p ɯ ²¹ [end]	[start] Jinman p ɯ ²¹ [end]
[start] Jinman k o ⁵⁵ [end]	[start] Jinman k o ⁵⁵ [end]
[start] Jinman ɕ i ⁵⁵ [end]	[start] Jinman ɕ i ⁴⁴ [end]
[start] Jinman ɕ õ ⁵⁵ [end]	[start] Jinman ɕ i õ ⁵⁵ [end]
[start] Jinman s w a ŋ ⁴² [end]	[start] Jinman s w ã ⁴² [end]
[start] Jinman t ɯ ⁵⁵ [end]	[start] Jinman t ɯ ⁵⁵ [end]
[start] Jinman k õ ⁵⁵ [end]	[start] Jinman k o ŋ ⁵⁵ [end]
[start] Jinman z i ⁴² [end]	[start] Jinman z i ⁴² [end]
[start] Jinman s o ²² [end]	[start] Jinman s y ²² [end]
[start] Jinman ʈʂ ə˞ ⁵⁵ [end]	[start] Jinman ʈʂ i ⁵⁵ [end]
[start] Jinman qʰ a ⁴⁴ [end]	[start] Jinman qʰ a ⁵⁵ [end]
[start] Jinman ɕ i ²² [end]	[start] Jinman ɕ i ²² [end]
[start] Jinman p u ²² [end]	[start] Jinman p u ²² [end]
[start] Jinman ɕ j e n ⁵⁵ [end]	[start] Jinman s ẽ ⁵⁵ [end]
[start] Jinman ts õ ²¹ [end]	[start] Jinman ts õ ⁴² [end]
[start] Jinman q ã ⁵⁵ [end]	[start] Jinman q ã ⁵⁵ [end]
[start] Jinman tɕ õ ²¹ [end]	[start] Jinman tɕ u ²¹ [end]
[start] Jinman q o ⁵⁵ [end]	[start] Jinman q o ⁵⁵ [end]
[start] Jinman m a ²² [end]	[start] Jinman m o ²² [end]
[start] Jinman p a ⁵⁵ [end]	[start] Jinman p a ⁵⁵ [end]
[start] Jinxing m a ⁴⁴ [end]	[start] Jinxing m a ⁴⁴ [end]
[start] Jinxing ts a ²¹ [end]	[start] Jinxing ts a ²¹ [end]
[start] Jinxing k ɯ ²¹ [end]	[start] Jinxing k ɯ ²¹ [end]
[start] Jinxing s u ɑ ⁴⁴ [end]	[start] Jinxing s u ɑ ⁴⁴ [end]
[start] Jinxing ts ʯ̃ ³³ [end]	[start] Jinxing ts ʯ̃ ³³ [end]
[start] Jinxing tɕ j e n ⁴² [end]	[start] Jinxing tɕ j e n ⁴² [end]
[start] Jinxing p u ³³ [end]	[start] Jinxing p ɯ ³³ [end]
[start] Jinxing x ə̃ ³³ [end]	[start] Jinxing ɣ [UNK] ³³ [end]
[start] Jinxing ts ou ⁴⁴ [end]	[start] Jinxing ts ʯ ⁴⁴ [end]
[start] Jinxing z ou ²¹ [end]	[start] Jinxing s ou ²¹ [end]
[start] Jinxing k a ⁴⁴ [end]	[start] Jinxing k a ⁴⁴ [end]
[start] Jinxing kʰ ɑ ⁴⁴ [end]	[start] Jinxing kʰ ɑ ⁴⁴ [end]
[start] Jinxing t ou ⁴² [end]	[start] Jinxing t ou ⁴² [end]
[start] Jinxing ts ou ⁴⁴ [end]	[start] Jinxing ts ou ⁴⁴ [end]
[start] Jinxing kʰ ou ³³ [end]	[start] Jinxing qʰ u ²² [end]
[start] Jinxing x ɯ ⁴⁴ [end]	[start] Jinxing x ɯ ⁴⁴ [end]
[start] Jinxing s u ɑ ⁴⁴ [end]	[start] Jinxing s u ɑ ⁴⁴ [end]
[start] Jinxing pʰ ou ⁵⁵ [end]	[start] Jinxing pʰ ɯ ⁵⁵ [end]
[start] Jinxing k ʯ ²¹ [end]	[start] Jinxing k w o ²¹ [end]
[start] Jinxing k ʯ ²¹ [end]	[start] Jinxing k ʯ ²¹ [end]
[start] Jinxing m a ⁴² [end]	[start] Jinxing m a ⁴² [end]
[start] Jinxing m e ⁴² [end]	[start] Jinxing m e ⁴² [end]
[start] Jinxing p j e n ⁴² [end]	[start] Jinxing p j e n ⁴² [end]
[start] Jinxing k e ⁵⁵ [end]	[start] Jinxing k i ⁵⁵ [end]
[start] Jinxing ts ou ³¹ [end]	[start] Jinxing ts ʯ̃ ⁴² [end]
[start] Jinxing t ə ²¹ [end]	[start] Jinxing t ə ²¹ [end]
[start] Jinxing kʰ ou ³³ [end]	[start] Jinxing kʰ ou ³³ [end]
[start] Jinxing k a n ⁵⁵ [end]	[start] Jinxing k ɛ̃ ⁵⁵ [end]
[start] Jinxing ts ə ³¹ [end]	[start] Jinxing ts ɯ ³¹ [end]
[start] Jinxing s ou ⁵⁵ [end]	[start] Jinxing s ʯ̃ ⁵⁵ [end]
[start] Jinxing ts ou ³³ [end]	[start] Jinxing ts ʯ ⁵⁵ [end]
[start] Jinxing s a ⁴⁴ [end]	[start] Jinxing s a ⁴⁴ [end]
[start] Jinxing s i ³³ [end]	[start] Jinxing ɕ i ³³ [end]
[start] Jinxing s i ³³ [end]	[start] Jinxing ɕ i ³³ [end]
[start] Jinxing m e ²¹ [end]	[start] Jinxing m e ²¹ [end]
[start] Jinxing l õ ²¹ [end]	[start] Jinxing l ʯ̃ ²¹ [end]
[start] Jinxing k ɑ̃ ⁵⁵ [end]	[start] Jinxing k ɑ̃ ⁵⁵ [end]
[start] Jinxing tɕ y ³³ [end]	[start] Jinxing ts u ³³ [end]
[start] Jinxing tɕ i ³¹ [end]	[start] Jinxing tɕ i ³¹ [end]
[start] Jinxing s e n ⁴² [end]	[start] Jinxing s e n ⁴² [end]
[start] Jinxing s a ³³ [end]	[start] Jinxing s i ³³ [end]
[start] Jinxing t w e n ³³ [end]	[start] Jinxing t w e n ³³ [end]
[start] Jinxing tɕʰ i ⁵⁵ [end]	[start] Jinxing tɕʰ i ⁵⁵ [end]
[start] Jinxing k ɯ ⁵⁵ [end]	[start] Jinxing k ɯ ⁵⁵ [end]
[start] Jinxing s ɯ ³³ [end]	[start] Jinxing s ɯ ³³ [end]
[start] Jinxing ɕ j e n ⁵⁵ [end]	[start] Jinxing ɕ j e n ⁵⁵ [end]
[start] Jinxing p u ²¹ [end]	[start] Jinxing p ɯ ²¹ [end]
[start] Jinxing k ou ⁴⁴ [end]	[start] Jinxing k ou ⁴⁴ [end]
[start] Jinxing ɕ i ⁴⁴ [end]	[start] Jinxing ɕ i ⁴⁴ [end]
[start] Jinxing s õ ⁵⁵ [end]	[start] Jinxing s õ ⁵⁵ [end]
[start] Jinxing s w ɑ̃ ³¹ [end]	[start] Jinxing s u ɑ ³¹ [end]
[start] Jinxing t ə ⁴⁴ [end]	[start] Jinxing t ə ⁴⁴ [end]
[start] Jinxing k õ ⁵⁵ [end]	[start] Jinxing k õ ⁵⁵ [end]
[start] Jinxing ts ɯ ³¹ [end]	[start] Jinxing s i ³¹ [end]
[start] Jinxing s ou ³³ [end]	[start] Jinxing s ʯ ³³ [end]
[start] Jinxing ts a ⁵⁵ [end]	[start] Jinxing ts i ⁵⁵ [end]
[start] Jinxing kʰ a ⁴⁴ [end]	[start] Jinxing kʰ a ⁴⁴ [end]
[start] Jinxing s ɯ ³³ [end]	[start] Jinxing s ɯ ³³ [end]
[start] Jinxing p u ³³ [end]	[start] Jinxing p u ³³ [end]
[start] Jinxing ɕ j e n ⁵⁵ [end]	[start] Jinxing ɕ j e n ⁵⁵ [end]
[start] Jinxing ts õ ²¹ [end]	[start] Jinxing ts õ ²¹ [end]
[start] Jinxing k ɑ̃ ⁵⁵ [end]	[start] Jinxing k ɑ̃ ⁵⁵ [end]
[start] Jinxing ts ʯ̃ ²¹ [end]	[start] Jinxing ts ʯ̃ ²¹ [end]
[start] Jinxing k ou ⁴⁴ [end]	[start] Jinxing k ʯ ⁴⁴ [end]
[start] Jinxing m a n ³³ [end]	[start] Jinxing m a n ³³ [end]
[start] Jinxing p a ⁴⁴ [end]	[start] Jinxing p a ⁴⁴ [end]
[start] Mazhelong m ə˞ ⁴⁴ [end]	[start] Mazhelong m ə˞ ⁴⁴ [end]
[start] Mazhelong dz i ²¹ [end]	[start] Mazhelong dz i ²¹ [end]
[start] Mazhelong k əɯ ²¹ [end]	[start] Mazhelong k ɯ ²¹ [end]
[start] Mazhelong s w a ⁴⁴ [end]	[start] Mazhelong s w a ⁴⁴ [end]
[start] Mazhelong ts o ŋ ³³ [end]	[start] Mazhelong ts o ŋ ³³ [end]
[start] Mazhelong tɕ e n ⁴² [end]	[start] Mazhelong tɕ e n ⁴² [end]
[start] Mazhelong p əɯ ³³ [end]	[start] Mazhelong p əɯ ³³ [end]
[start] Mazhelong ɣ əɯ ³³ [end]	[start] Mazhelong ɣ ə ³³ [end]
[start] Mazhelong ts o ⁴⁴ [end]	[start] Mazhelong ts u ⁴⁴ [end]
[start] Mazhelong z o ²¹ [end]	[start] Mazhelong z o ²¹ [end]
[start] Mazhelong k ə˞ ⁴⁴ [end]	[start] Mazhelong k ə˞ ⁴⁴ [end]
[start] Mazhelong kʰ a ⁴⁴ [end]	[start] Mazhelong kʰ ɐ ⁴⁴ [end]
[start] Mazhelong t o ⁴² [end]	[start] Mazhelong d o ⁴² [end]
[start] Mazhelong ts o ⁴⁴ [end]	[start] Mazhelong ts o ⁴⁴ [end]
[start] Mazhelong kʰ o ŋ ³³ [end]	[start] Mazhelong kʰ u ³³ [end]
[start] Mazhelong x ɯ ⁴⁴ [end]	[start] Mazhelong x ɯ ⁴⁴ [end]
[start] Mazhelong s w a ⁴⁴ [end]	[start] Mazhelong s w a ⁴⁴ [end]
[start] Mazhelong pʰ əɯ ⁵⁵ [end]	[start] Mazhelong pʰ əɯ ⁵⁵ [end]
[start] Mazhelong k u ²¹ [end]	[start] Mazhelong k ʯ ²¹ [end]
[start] Mazhelong k ʯ ²¹ [end]	[start] Mazhelong k ʯ ²¹ [end]
[start] Mazhelong m ə˞ ⁴² [end]	[start] Mazhelong m ə˞ ²¹ [end]
[start] Mazhelong m e n ⁴² [end]	[start] Mazhelong m e ²¹ [end]
[start] Mazhelong p j e n ⁴² [end]	[start] Mazhelong p j ɛ ⁴² [end]
[start] Mazhelong k e n ⁵⁵ [end]	[start] Mazhelong k e ⁵⁵ [end]
[start] Mazhelong tsʰ u ²¹ [end]	[start] Mazhelong ts əɯ ²¹ [end]
[start] Mazhelong t e n ²¹ [end]	[start] Mazhelong t əɯ ²¹ [end]
[start] Mazhelong kʰ o ³³ [end]	[start] Mazhelong kʰ o ³³ [end]
[start] Mazhelong k ə̃˞ ⁵⁵ [end]	[start] Mazhelong k ə̃˞ ⁵⁵ [end]
[start] Mazhelong dz əɯ ²¹ [end]	[start] Mazhelong dz əɯ ²¹ [end]
[start] Mazhelong s u ⁵⁵ [end]	[start] Mazhelong s u ⁵⁵ [end]
[start] Mazhelong ts u ³³ [end]	[start] Mazhelong ts ʯ ³³ [end]
[start] Mazhelong s ə˞ ⁴⁴ [end]	[start] Mazhelong s ə˞ ⁴⁴ [end]
[start] Mazhelong s i ³³ [end]	[start] Mazhelong ɕ i ³³ [end]
[start] Mazhelong s i ³³ [end]	[start] Mazhelong ɕ i ³³ [end]
[start] Mazhelong m e n ²¹ [end]	[start] Mazhelong m e ²¹ [end]
[start] Mazhelong l o ŋ ²¹ [end]	[start] Mazhelong l o ŋ ²¹ [end]
[start] Mazhelong k a ŋ ⁵⁵ [end]	[start] Mazhelong k a ŋ ⁵⁵ [end]
[start] Mazhelong tɕ u ³³ [end]	[start] Mazhelong ts u ³³ [end]
[start] Mazhelong tɕ i ²¹ [end]	[start] Mazhelong t i ²¹ [end]
[start] Mazhelong s e n ⁴² [end]	[start] Mazhelong s ɛ ⁴² [end]
[start] Mazhelong s i ³³ [end]	[start] Mazhelong s i ³³ [end]
[start] Mazhelong t e n ³³ [end]	[start] Mazhelong ts w e n ³³ [end]
[start] Mazhelong tɕʰ i ⁵⁵ [end]	[start] Mazhelong tɕʰ i ⁵⁵ [end]
[start] Mazhelong k əɯ ⁵⁵ [end]	[start] Mazhelong k ə ⁵⁵ [end]
[start] Mazhelong s əɯ ³³ [end]	[start] Mazhelong s əɯ ³³ [end]
[start] Mazhelong ɕ e n ⁵⁵ [end]	[start] Mazhelong ɕ e n ⁵⁵ [end]
[start] Mazhelong p əɯ ²¹ [end]	[start] Mazhelong p əɯ ²¹ [end]
[start] Mazhelong k o ⁴⁴ [end]	[start] Mazhelong k o ⁴⁴ [end]
[start] Mazhelong s i ⁴⁴ [end]	[start] Mazhelong ɕ i ⁴⁴ [end]
[start] Mazhelong s o ŋ ⁵⁵ [end]	[start] Mazhelong s o ŋ ⁵⁵ [end]
[start] Mazhelong s w a ŋ ²¹ [end]	[start] Mazhelong s w a ŋ ²¹ [end]
[start] Mazhelong t əɯ ⁴⁴ [end]	[start] Mazhelong t əɯ ⁴⁴ [end]
[start] Mazhelong k o ŋ ⁵⁵ [end]	[start] Mazhelong k o ŋ ⁵⁵ [end]
[start] Mazhelong tsʰ əɯ ²¹ [end]	[start] Mazhelong z əɯ ²¹ [end]
[start] Mazhelong s o ŋ ³³ [end]	[start] Mazhelong s ɯ ³³ [end]
[start] Mazhelong ts i ⁵⁵ [end]	[start] Mazhelong ts i ⁵⁵ [end]
[start] Mazhelong kʰ ə˞ ⁴⁴ [end]	[start] Mazhelong kʰ ə˞ ⁴⁴ [end]
[start] Mazhelong s əɯ ³³ [end]	[start] Mazhelong s əɯ ³³ [end]
[start] Mazhelong p əɯ ³³ [end]	[start] Mazhelong p əɯ ³³ [end]
[start] Mazhelong ɕ e n ⁵⁵ [end]	[start] Mazhelong ɕ e n ⁵⁵ [end]
[start] Mazhelong tsʰ o ŋ ²¹ [end]	[start] Mazhelong ts o ŋ ²¹ [end]
[start] Mazhelong k a ŋ ⁵⁵ [end]	[start] Mazhelong k a ŋ ⁵⁵ [end]
[start] Mazhelong dz o ŋ ²¹ [end]	[start] Mazhelong dz u ²¹ [end]
[start] Mazhelong k o ⁴⁴ [end]	[start] Mazhelong k o ŋ ⁴⁴ [end]
[start] Mazhelong m ə̃˞ ³³ [end]	[start] Mazhelong m ə˞ ³³ [end]
[start] Mazhelong p ə˞ ⁴⁴ [end]	[start] Mazhelong p ə˞ ⁴⁴ [end]
[start] ProtoBai m æ ⁴ [end]	[start] ProtoBai m æ ⁴ [end]
[start] ProtoBai ɖʐ i ¹ [end]	[start] ProtoBai ɖʐ i ¹ [end]
[start] ProtoBai g ɯ ¹ [end]	[start] ProtoBai g ɯ ¹ [end]
[start] ProtoBai s w a ⁴ [end]	[start] ProtoBai sʰ w a ⁴ [end]
[start] ProtoBai ts u ŋ ² [end]	[start] ProtoBai ts u ŋ ² [end]
[start] ProtoBai tɕ e n ⁵ [end]	[start] ProtoBai ts j e n ⁵ [end]
[start] ProtoBai p u ² [end]	[start] ProtoBai p ɯ ² [end]
[start] ProtoBai ɣ ɯ̃ ² [end]	[start] ProtoBai ɣ ɯ ² [end]
[start] ProtoBai ts o ⁴ [end]	[start] ProtoBai ts r o ⁴ [end]
[start] ProtoBai z ɔ ¹ [end]	[start] ProtoBai z ɔ ¹ [end]
[start] ProtoBai q æ ⁴ [end]	[start] ProtoBai q æ ⁴ [end]
[start] ProtoBai qʰ a ⁴ [end]	[start] ProtoBai qʰ a ⁴ [end]
[start] ProtoBai d ɔ ⁵ [end]	[start] ProtoBai d ɔ ⁵ [end]
[start] ProtoBai ts o ⁴ [end]	[start] ProtoBai ts o ⁴ [end]
[start] ProtoBai qʰ u ŋ ² [end]	[start] ProtoBai qʰ u ² [end]
[start] ProtoBai χ ɯ ⁴ [end]	[start] ProtoBai χ ɯ ⁴ [end]
[start] ProtoBai s w a ⁴ [end]	[start] ProtoBai sʰ w a ⁴ [end]
[start] ProtoBai pʰ ɯ ¹ [end]	[start] ProtoBai pʰ ɯ ¹ [end]
[start] ProtoBai g r o ¹ [end]	[start] ProtoBai g u ¹ [end]
[start] ProtoBai g r o ¹ [end]	[start] ProtoBai g o ¹ [end]
[start] ProtoBai m æ ⁵ [end]	[start] ProtoBai m æ ⁵ [end]
[start] ProtoBai m ɛ ⁵ [end]	[start] ProtoBai m ɛ ⁵ [end]
[start] ProtoBai b j e n ⁵ [end]	[start] ProtoBai p r e n ⁵ [end]
[start] ProtoBai q æ ¹ [end]	[start] ProtoBai q ɛ ¹ [end]
[start] ProtoBai ɖʐ u ŋ ⁵ [end]	[start] ProtoBai ɖʐ o ³ [end]
[start] ProtoBai d j ɯ ¹ [end]	[start] ProtoBai d j ɯ ¹ [end]
[start] ProtoBai qʰ ɔ ² [end]	[start] ProtoBai qʰ ɔ ² [end]
[start] ProtoBai q æ ŋ ¹ [end]	[start] ProtoBai q æ n ¹ [end]
[start] ProtoBai d r ɯ ³ [end]	[start] ProtoBai d r ɯ ³ [end]
[start] ProtoBai s r o ŋ ¹ [end]	[start] ProtoBai s r o ¹ [end]
[start] ProtoBai ɖʐ u ² [end]	[start] ProtoBai ts r ɔ ² [end]
[start] ProtoBai s æ ⁴ [end]	[start] ProtoBai sʰ r æ ⁴ [end]
[start] ProtoBai s r i ² [end]	[start] ProtoBai s j i ² [end]
[start] ProtoBai s r i ² [end]	[start] ProtoBai s j i ² [end]
[start] ProtoBai m ɛ ¹ [end]	[start] ProtoBai m ɛ ¹ [end]
[start] ProtoBai l o ŋ ¹ [end]	[start] ProtoBai l o ŋ ¹ [end]
[start] ProtoBai q a ŋ ¹ [end]	[start] ProtoBai q a ŋ ¹ [end]
[start] ProtoBai tɕ u ² [end]	[start] ProtoBai ts u ² [end]
[start] ProtoBai dʑ i ³ [end]	[start] ProtoBai d i ³ [end]
[start] ProtoBai s e n ⁵ [end]	[start] ProtoBai s e n ⁵ [end]
[start] ProtoBai s r i ² [end]	[start] ProtoBai s r i ² [end]
[start] ProtoBai t w e n ² [end]	[start] ProtoBai t w e n ² [end]
[start] ProtoBai tɕʰ i ¹ [end]	[start] ProtoBai tɕʰ i ¹ [end]
[start] ProtoBai q ɯ ¹ [end]	[start] ProtoBai q ɯ ¹ [end]
[start] ProtoBai s r ɯ ² [end]	[start] ProtoBai sʰ r ɯ ² [end]
[start] ProtoBai ɕ e n ¹ [end]	[start] ProtoBai s j e n ¹ [end]
[start] ProtoBai b ɯ ¹ [end]	[start] ProtoBai b ɯ ¹ [end]
[start] ProtoBai k ɔ ⁴ [end]	[start] ProtoBai k o ⁴ [end]
[start] ProtoBai s r i ⁴ [end]	[start] ProtoBai s j i ⁴ [end]
[start] ProtoBai s r o ŋ ¹ [end]	[start] ProtoBai s o ŋ ¹ [end]
[start] ProtoBai s w a ŋ ³ [end]	[start] ProtoBai sʰ w a ŋ ³ [end]
[start] ProtoBai t ɯ ⁴ [end]	[start] ProtoBai t ɯ ⁴ [end]
[start] ProtoBai k o ŋ ¹ [end]	[start] ProtoBai k o ŋ ¹ [end]
[start] ProtoBai z i ³ [end]	[start] ProtoBai z ɯ ³ [end]
[start] ProtoBai s r o ² [end]	[start] ProtoBai s u ŋ ² [end]
[start] ProtoBai ts r i ¹ [end]	[start] ProtoBai ts r i ¹ [end]
[start] ProtoBai qʰ æ ⁴ [end]	[start] ProtoBai qʰ æ ⁴ [end]
[start] ProtoBai s r ɯ ² [end]	[start] ProtoBai sʰ r ɯ ² [end]
[start] ProtoBai p u ² [end]	[start] ProtoBai p ɯ ² [end]
[start] ProtoBai s j e n ¹ [end]	[start] ProtoBai s j e n ¹ [end]
[start] ProtoBai dz o ŋ ¹ [end]	[start] ProtoBai dz o ŋ ¹ [end]
[start] ProtoBai q a ŋ ¹ [end]	[start] ProtoBai q a ŋ ¹ [end]
[start] ProtoBai ɖʐ u ŋ ¹ [end]	[start] ProtoBai ɖʐ u ŋ ¹ [end]
[start] ProtoBai q o ŋ ⁴ [end]	[start] ProtoBai q ɔ ⁴ [end]
[start] ProtoBai m æ ² [end]	[start] ProtoBai m æ ² [end]
[start] ProtoBai p æ ⁴ [end]	[start] ProtoBai p æ ⁴ [end]
[start] Tuoluo m a ⁴² [end]	[start] Tuoluo m a ⁴² [end]
[start] Tuoluo ʐ i ³⁵ [end]	[start] Tuoluo ʐ ə˞ ³⁵ [end]
[start] Tuoluo g ɯ ³⁵ [end]	[start] Tuoluo g ɯ ³⁵ [end]
[start] Tuoluo s w ɔ ⁴² [end]	[start] Tuoluo s w ɔ ⁴² [end]
[start] Tuoluo ts ʯ ŋ ³³ [end]	[start] Tuoluo ts ʯ ŋ ³³ [end]
[start] Tuoluo tɕ e n ²¹ [end]	[start] Tuoluo tɕ j e n ²¹ [end]
[start] Tuoluo p ɯ ³³ [end]	[start] Tuoluo p ɯ ³³ [end]
[start] Tuoluo ɣ ɯ ³³ [end]	[start] Tuoluo ɣ ɯ ³³ [end]
[start] Tuoluo ʈʂ ʯ ⁴² [end]	[start] Tuoluo ʈʂ ʯ ⁴² [end]
[start] Tuoluo z ɔ ³⁵ [end]	[start] Tuoluo z ɔ ³⁵ [end]
[start] Tuoluo q a ⁴² [end]	[start] Tuoluo q a ⁴² [end]
[start] Tuoluo qʰ ɔ ⁴² [end]	[start] Tuoluo qʰ ɔ ⁴² [end]
[start] Tuoluo d ɔ ²¹ [end]	[start] Tuoluo d ɔ ²¹ [end]
[start] Tuoluo ts u ⁴² [end]	[start] Tuoluo ts u ⁴² [end]
[start] Tuoluo qʰ u ³³ [end]	[start] Tuoluo qʰ o ³³ [end]
[start] Tuoluo χ ə˞ ⁴² [end]	[start] Tuoluo x ə˞ ⁴² [end]
[start] Tuoluo s w ɔ ⁴² [end]	[start] Tuoluo s w ɔ ⁴² [end]
[start] Tuoluo pʰ ɯ ⁵⁵ [end]	[start] Tuoluo pʰ ɯ ⁵⁵ [end]
[start] Tuoluo g ʯ ³⁵ [end]	[start] Tuoluo g ʯ ³⁵ [end]
[start] Tuoluo g ʯ ³⁵ [end]	[start] Tuoluo g ʯ ³⁵ [end]
[start] Tuoluo m a ²¹ [end]	[start] Tuoluo m a ²¹ [end]
[start] Tuoluo m ɛ ²¹ [end]	[start] Tuoluo m ɛ ²¹ [end]
[start] Tuoluo b j e n ²¹ [end]	[start] Tuoluo tɕ ɥ e n ²¹ [end]
[start] Tuoluo q a ⁵⁵ [end]	[start] Tuoluo q ɛ ⁵⁵ [end]
[start] Tuoluo ʐ ʯ ²¹ [end]	[start] Tuoluo ʐ ʯ ²¹ [end]
[start] Tuoluo d j ɯ ³⁵ [end]	[start] Tuoluo d j ɯ ³⁵ [end]
[start] Tuoluo qʰ ɔ ³³ [end]	[start] Tuoluo qʰ ɔ ³³ [end]
[start] Tuoluo q a ŋ ⁵⁵ [end]	[start] Tuoluo q a ŋ ⁵⁵ [end]
[start] Tuoluo d j ɯ ²¹ [end]	[start] Tuoluo d j ɯ ²¹ [end]
[start] Tuoluo ʂ ʯ ⁵⁵ [end]	[start] Tuoluo ʂ ʯ ⁵⁵ [end]
[start] Tuoluo ʈʂ ʯ ³³ [end]	[start] Tuoluo ʈʂ ʯ ³³ [end]
[start] Tuoluo s a ⁴² [end]	[start] Tuoluo ɕ a ⁴² [end]
[start] Tuoluo s i ³³ [end]	[start] Tuoluo ɕ i ³³ [end]
[start] Tuoluo s i ³³ [end]	[start] Tuoluo ɕ i ³³ [end]
[start] Tuoluo m ɛ ³⁵ [end]	[start] Tuoluo m ɛ ³⁵ [end]
[start] Tuoluo l ʯ ³⁵ [end]	[start] Tuoluo l o ŋ ³⁵ [end]
[start] Tuoluo q ɔ ŋ ⁵⁵ [end]	[start] Tuoluo q ɔ ŋ ⁵⁵ [end]
[start] Tuoluo tɕ y ³³ [end]	[start] Tuoluo tɕ ɥ i ³³ [end]
[start] Tuoluo ʑ i ²¹ [end]	[start] Tuoluo ʑ i ²¹ [end]
[start] Tuoluo s e n ²¹ [end]	[start] Tuoluo s e n ²¹ [end]
[start] Tuoluo ʂ i ³³ [end]	[start] Tuoluo ʂ i ³³ [end]
[start] Tuoluo t w e n ³³ [end]	[start] Tuoluo t w e ³³ [end]
[start] Tuoluo tɕʰ i ⁵⁵ [end]	[start] Tuoluo tɕʰ i ⁵⁵ [end]
[start] Tuoluo q ə˞ ⁵⁵ [end]	[start] Tuoluo q ə˞ ⁵⁵ [end]
[start] Tuoluo ʂ ɯ ³³ [end]	[start] Tuoluo ɕ j ɯ ³³ [end]
[start] Tuoluo ɕ j e n ⁵⁵ [end]	[start] Tuoluo ɕ j e n ⁵⁵ [end]
[start] Tuoluo b ɯ ³⁵ [end]	[start] Tuoluo b ɯ ³⁵ [end]
[start] Tuoluo k u ⁴² [end]	[start] Tuoluo k o ⁴² [end]
[start] Tuoluo s i ⁴² [end]	[start] Tuoluo ɕ i ⁴² [end]
[start] Tuoluo ʂ ʯ ŋ ⁵⁵ [end]	[start] Tuoluo ɕ j o ŋ ⁵⁵ [end]
[start] Tuoluo s w a ŋ ²¹ [end]	[start] Tuoluo s o ŋ ²¹ [end]
[start] Tuoluo t ɯ ⁴² [end]	[start] Tuoluo t ɯ ⁴² [end]
[start] Tuoluo k o ŋ ⁵⁵ [end]	[start] Tuoluo k o ŋ ⁵⁵ [end]
[start] Tuoluo z i ²¹ [end]	[start] Tuoluo z i ²¹ [end]
[start] Tuoluo s ʯ ŋ ³³ [end]	[start] Tuoluo s ʯ ³³ [end]
[start] Tuoluo ʈʂ i ⁵⁵ [end]	[start] Tuoluo ʈʂ i ⁵⁵ [end]
[start] Tuoluo qʰ a ⁴² [end]	[start] Tuoluo qʰ a ⁴² [end]
[start] Tuoluo s i ³³ [end]	[start] Tuoluo ɕ j ɯ ³³ [end]
[start] Tuoluo p ɯ ³³ [end]	[start] Tuoluo p ɯ ³³ [end]
[start] Tuoluo s e n ⁵⁵ [end]	[start] Tuoluo ɕ j e n ⁵⁵ [end]
[start] Tuoluo z ʯ ³⁵ [end]	[start] Tuoluo z o ŋ ³⁵ [end]
[start] Tuoluo q ɔ ŋ ⁵⁵ [end]	[start] Tuoluo q ɔ ŋ ⁵⁵ [end]
[start] Tuoluo ʐ ʯ ³⁵ [end]	[start] Tuoluo ʐ ʯ ŋ ³⁵ [end]
[start] Tuoluo q o ⁴² [end]	[start] Tuoluo q o ⁴² [end]
[start] Tuoluo m a ŋ ³³ [end]	[start] Tuoluo m a ³³ [end]
[start] Tuoluo p a ⁴² [end]	[start] Tuoluo p a ⁴² [end]
[start] Zhoucheng m ɛ ⁴⁴ [end]	[start] Zhoucheng m ɛ ⁴⁴ [end]
[start] Zhoucheng ts i ²¹ [end]	[start] Zhoucheng ts i ²¹ [end]
[start] Zhoucheng k ɯ ²¹ [end]	[start] Zhoucheng k ɯ ²¹ [end]
