Predicted	Actual
[start] Perge_Tegu m i r̃ e [end]	[start] Perge_Tegu m i r̃ e [end]
[start] Perge_Tegu t aː l u [end]	[start] Perge_Tegu t aː l u [end]
[start] Perge_Tegu k a l a [end]	[start] Perge_Tegu g e r u [end]
[start] Perge_Tegu g i r e [end]	[start] Perge_Tegu g i r e [end]
[start] Perge_Tegu l a r̃ a [end]	[start] Perge_Tegu n a r̃ a [end]
[start] Perge_Tegu s u g o [end]	[start] Perge_Tegu s i g e [end]
[start] Perge_Tegu b a r i [end]	[start] Perge_Tegu b a r a [end]
[start] Perge_Tegu k a l a [end]	[start] Perge_Tegu k a l a [end]
[start] Perge_Tegu o s u [end]	[start] Perge_Tegu o s u [end]
[start] Perge_Tegu t a g a [end]	[start] Perge_Tegu t a g u [end]
[start] Perge_Tegu k u m b o [end]	[start] Perge_Tegu k u m b o [end]
[start] Perge_Tegu d u r ɔ [end]	[start] Perge_Tegu d u r ɔ [end]
[start] Perge_Tegu k i r̃ e [end]	[start] Perge_Tegu k i r̃ e [end]
[start] Perge_Tegu m aː [end]	[start] Perge_Tegu m a j̃ [end]
[start] Perge_Tegu n u m [end]	[start] Perge_Tegu n u m iː [end]
[start] Perge_Tegu j aː w a [end]	[start] Perge_Tegu j aː p ɛ [end]
[start] Perge_Tegu k u r ɔ [end]	[start] Perge_Tegu k u r ɔ [end]
[start] Perge_Tegu p u s u [end]	[start] Perge_Tegu p uː s u [end]
[start] Perge_Tegu n a m a [end]	[start] Perge_Tegu n a w̃ a [end]
[start] Perge_Tegu a r a [end]	[start] Perge_Tegu a r u [end]
[start] Perge_Tegu b a r̃ a [end]	[start] Perge_Tegu b a r̃ u [end]
[start] Perge_Tegu g u s u [end]	[start] Perge_Tegu g u s u [end]
[start] Perge_Tegu k ɔ m b ɔ [end]	[start] Perge_Tegu k oː m [end]
[start] Perge_Tegu k a j̃ a [end]	[start] Perge_Tegu k a ŋ ɛ [end]
[start] Perge_Tegu k u g o [end]	[start] Perge_Tegu k uː [end]
[start] Perge_Tegu d i g e [end]	[start] Perge_Tegu d i g u [end]
[start] Perge_Tegu d a m b a [end]	[start] Perge_Tegu d a m b a [end]
[start] Perge_Tegu n ɛ m [end]	[start] Perge_Tegu n ɛ m [end]
[start] Perge_Tegu s ɔ j̃ [end]	[start] Perge_Tegu s u j̃ [end]
[start] Perge_Tegu p i l i [end]	[start] Perge_Tegu p i r i [end]
[start] Perge_Tegu d ɔː [end]	[start] Perge_Tegu d ɔː [end]
[start] Perge_Tegu b ɛ l ɛ [end]	[start] Perge_Tegu b ɛ r ɛ [end]
[start] Perge_Tegu dʒ ɛ m b ɛ [end]	[start] Perge_Tegu g ɛ m b ɛ [end]
[start] Perge_Tegu a m b i r i [end]	[start] Perge_Tegu a m i r u [end]
[start] Perge_Tegu t e g e [end]	[start] Perge_Tegu t e g e [end]
[start] Perge_Tegu b aː [end]	[start] Perge_Tegu b aː [end]
[start] Perge_Tegu t ɛ m b ɛ [end]	[start] Perge_Tegu t ɛ m b ɛ [end]
[start] Perge_Tegu b ɛ l ɛ [end]	[start] Perge_Tegu b ɛ r ɛ [end]
[start] Perge_Tegu s o [end]	[start] Perge_Tegu s o [end]
[start] Perge_Tegu d aː n a [end]	[start] Perge_Tegu d a nː ɛ [end]
[start] Perge_Tegu d ɛ g ɛ [end]	[start] Perge_Tegu d ɛ g ɛ [end]
[start] Perge_Tegu t aː r e [end]	[start] Perge_Tegu t oː r o [end]
[start] Perge_Tegu p ɛ l u [end]	[start] Perge_Tegu p ɛ r u [end]
[start] Perge_Tegu t i m ɛ [end]	[start] Perge_Tegu t i w̃ ɛ [end]
[start] Perge_Tegu k a r a [end]	[start] Perge_Tegu k a r a [end]
[start] Perge_Tegu dʒ a m b a [end]	[start] Perge_Tegu dʒ a m b a [end]
[start] Perge_Tegu d u m b u [end]	[start] Perge_Tegu d u m b u [end]
[start] Perge_Tegu b a l a [end]	[start] Perge_Tegu b a n a k u r u [end]
[start] Perge_Tegu t a r u [end]	[start] Perge_Tegu t a r u [end]
[start] Perge_Tegu t ɔ ŋ g ɔ [end]	[start] Perge_Tegu t ɔ [end]
[start] Perge_Tegu s e r u [end]	[start] Perge_Tegu ʃ ĩː [end]
[start] Perge_Tegu d i m b e [end]	[start] Perge_Tegu d i m b e [end]
[start] Perge_Tegu t ɛ m d ɛ r ɛ [end]	[start] Perge_Tegu t ɛː m d ɛ r ɛ [end]
[start] Perge_Tegu p aː s u [end]	[start] Perge_Tegu p aː s a [end]
[start] Perge_Tegu j u g u [end]	[start] Perge_Tegu j uː [end]
[start] Perge_Tegu k o r o [end]	[start] Perge_Tegu k o r o [end]
[start] Perge_Tegu ɲ aː [end]	[start] Perge_Tegu ɲ ɛː [end]
[start] Perge_Tegu d ɔ r̃ ɔ [end]	[start] Perge_Tegu d ɔ r̃ ɔ [end]
[start] Perge_Tegu n u ŋ g u [end]	[start] Perge_Tegu n u ŋ g ɔ [end]
[start] Perge_Tegu n i j̃ e [end]	[start] Perge_Tegu n i j̃ e [end]
[start] Perge_Tegu n u ŋ g u [end]	[start] Perge_Tegu n u ŋ g ɔ [end]
[start] Perge_Tegu dʒ i l aː [end]	[start] Perge_Tegu g i nː aː dʒ o [end]
[start] Perge_Tegu t ɔ w [end]	[start] Perge_Tegu t ɔː [end]
[start] Perge_Tegu g u w ɔ [end]	[start] Perge_Tegu g u j̃ o [end]
[start] Perge_Tegu ɔ n dʒ ɔ [end]	[start] Perge_Tegu ɔ n dʒ ɔ [end]
[start] Perge_Tegu p a g a [end]	[start] Perge_Tegu p a g a [end]
[start] Perge_Tegu t a w a [end]	[start] Perge_Tegu t a w a [end]
[start] Perge_Tegu dʒ u g u [end]	[start] Perge_Tegu dʒ u g u [end]
[start] Perge_Tegu t eː r̃ u [end]	[start] Perge_Tegu t i r̃ i [end]
[start] Perge_Tegu b i r ɛ [end]	[start] Perge_Tegu b i r ɛ [end]
[start] Perge_Tegu p ɛː [end]	[start] Perge_Tegu p ɛː [end]
[start] Perge_Tegu g o s u [end]	[start] Perge_Tegu g e s u [end]
[start] Perge_Tegu d ɛː [end]	[start] Perge_Tegu d ɛː [end]
[start] Perge_Tegu ɛ w ɛ [end]	[start] Perge_Tegu ɛ w ɛ [end]
[start] Perge_Tegu dʒ a l u [end]	[start] Perge_Tegu dʒ a m d u r u [end]
[start] Perge_Tegu ɲ ɛː [end]	[start] Perge_Tegu ɲ ɛː [end]
[start] Perge_Tegu n ɔː [end]	[start] Perge_Tegu n ɔː [end]
[start] Perge_Tegu s eː [end]	[start] Perge_Tegu ʃ i j e [end]
[start] Perge_Tegu p u r ɔ [end]	[start] Perge_Tegu p u r̃ o [end]
[start] Perge_Tegu r a [end]	[start] Perge_Tegu r o [end]
[start] Perge_Tegu t u ŋ g u [end]	[start] Perge_Tegu t u ŋ g u [end]
[start] Perge_Tegu s a r̃ a [end]	[start] Perge_Tegu b a r a [end]
[start] Perge_Tegu d ɛ r̃ ɛ [end]	[start] Perge_Tegu d ɔ r ɔ [end]
[start] Tebul_Ure d u [end]	[start] Tebul_Ure d i [end]
[start] Tebul_Ure n aː [end]	[start] Tebul_Ure n aː [end]
[start] Tebul_Ure n ɛː [end]	[start] Tebul_Ure ɲ ɛ [end]
[start] Tebul_Ure s u n g u [end]	[start] Tebul_Ure s u r̃ o [end]
[start] Tebul_Ure g i r e [end]	[start] Tebul_Ure g i r e [end]
[start] Tebul_Ure w a g a [end]	[start] Tebul_Ure w a g a [end]
[start] Tebul_Ure t eː n e [end]	[start] Tebul_Ure t i n eː [end]
[start] Tebul_Ure g o [end]	[start] Tebul_Ure g o [end]
[start] Tebul_Ure k u l o [end]	[start] Tebul_Ure k u l e [end]
[start] Tebul_Ure m i r̃ e [end]	[start] Tebul_Ure m i n ɛ [end]
[start] Tebul_Ure t aː n d i [end]	[start] Tebul_Ure t aː n d u [end]
[start] Tebul_Ure g a l [end]	[start] Tebul_Ure g a l ɛː [end]
[start] Tebul_Ure g i r e [end]	[start] Tebul_Ure g i r e [end]
[start] Tebul_Ure s u g o [end]	[start] Tebul_Ure s u g o [end]
[start] Tebul_Ure b a r a [end]	[start] Tebul_Ure b a r a [end]
[start] Tebul_Ure k a n d aː [end]	[start] Tebul_Ure k a n d a [end]
[start] Tebul_Ure o d o [end]	[start] Tebul_Ure o d u [end]
[start] Tebul_Ure k u m b o [end]	[start] Tebul_Ure k u m b o [end]
[start] Tebul_Ure d u l ɔ [end]	[start] Tebul_Ure d u l aː [end]
[start] Tebul_Ure k i r̃ e [end]	[start] Tebul_Ure tʃ i n aː [end]
[start] Tebul_Ure m a j a [end]	[start] Tebul_Ure m a ɛ̃ [end]
[start] Tebul_Ure n u m u [end]	[start] Tebul_Ure n u m [end]
[start] Tebul_Ure j aː p e [end]	[start] Tebul_Ure j aː b i [end]
[start] Tebul_Ure k u l a [end]	[start] Tebul_Ure g u l a [end]
[start] Tebul_Ure p u d u [end]	[start] Tebul_Ure p u d u [end]
[start] Tebul_Ure n a m aː [end]	[start] Tebul_Ure n a m a [end]
[start] Tebul_Ure b a r̃ a [end]	[start] Tebul_Ure b a r̃ ɛː [end]
[start] Tebul_Ure g u d u [end]	[start] Tebul_Ure g u d u g o [end]
[start] Tebul_Ure k ɔ m b e [end]	[start] Tebul_Ure g o [end]
[start] Tebul_Ure k a n ɛː [end]	[start] Tebul_Ure k a ɲ a [end]
[start] Tebul_Ure g oː [end]	[start] Tebul_Ure k u g ɔ [end]
[start] Tebul_Ure d i g e [end]	[start] Tebul_Ure d i g u [end]
[start] Tebul_Ure m i [end]	[start] Tebul_Ure m [end]
[start] Tebul_Ure d a m b e [end]	[start] Tebul_Ure d a m b i [end]
[start] Tebul_Ure n ɛ m ɛ [end]	[start] Tebul_Ure n e m e [end]
[start] Tebul_Ure s ɔ j̃ [end]	[start] Tebul_Ure s ɔ [end]
[start] Tebul_Ure n ɛ n d ɛ [end]	[start] Tebul_Ure n ɛ n d ɛ [end]
[start] Tebul_Ure p i l ɛː [end]	[start] Tebul_Ure p i l ɛː [end]
[start] Tebul_Ure d ɔ [end]	[start] Tebul_Ure d ɔ [end]
[start] Tebul_Ure b ɛ r ɛ [end]	[start] Tebul_Ure b ɛ r aː [end]
[start] Tebul_Ure z ɛ m b ɛ [end]	[start] Tebul_Ure z ɛ m b ɛ [end]
[start] Tebul_Ure a m b i r i [end]	[start] Tebul_Ure a m b i r i [end]
[start] Tebul_Ure t e g e [end]	[start] Tebul_Ure t e g e [end]
[start] Tebul_Ure b a [end]	[start] Tebul_Ure b a [end]
[start] Tebul_Ure t ɛ m b ɛ [end]	[start] Tebul_Ure t ɛ m b i [end]
[start] Tebul_Ure b ɛ l ɛː [end]	[start] Tebul_Ure b ɛː [end]
[start] Tebul_Ure s ɔ [end]	[start] Tebul_Ure s o [end]
[start] Tebul_Ure d a n a [end]	[start] Tebul_Ure d a n d a [end]
[start] Tebul_Ure d ɛ g ɛ [end]	[start] Tebul_Ure d ɛ g ɛ [end]
[start] Tebul_Ure t aː r i [end]	[start] Tebul_Ure t a g a [end]
[start] Tebul_Ure p ɛ l ɛː [end]	[start] Tebul_Ure p ɛ l u [end]
[start] Tebul_Ure t i m ɛ [end]	[start] Tebul_Ure t i m aː [end]
[start] Tebul_Ure k a r a [end]	[start] Tebul_Ure k a r a [end]
[start] Tebul_Ure z a m b a [end]	[start] Tebul_Ure z a m b i [end]
[start] Tebul_Ure d u m b u [end]	[start] Tebul_Ure d u m b eː [end]
[start] Tebul_Ure b a n a k e [end]	[start] Tebul_Ure b a r̃ a k ũː [end]
[start] Tebul_Ure t a l [end]	[start] Tebul_Ure t a l ɛ [end]
[start] Tebul_Ure t ɔ ŋ [end]	[start] Tebul_Ure t ɔ [end]
[start] Tebul_Ure d i m b e [end]	[start] Tebul_Ure d i m b e [end]
[start] Tebul_Ure t ɛ m d ɛ [end]	[start] Tebul_Ure t ɛː m d ɛ r ɛ [end]
[start] Tebul_Ure p a d ɛː [end]	[start] Tebul_Ure p aː d u [end]
[start] Tebul_Ure j u g o [end]	[start] Tebul_Ure j ɔ [end]
[start] Tebul_Ure k o l o [end]	[start] Tebul_Ure k oː [end]
[start] Tebul_Ure d ɔ r̃ ɔ [end]	[start] Tebul_Ure d o r̃ ɔ [end]
[start] Tebul_Ure n u ŋ g o [end]	[start] Tebul_Ure n u ŋ u [end]
[start] Tebul_Ure n i j̃ e [end]	[start] Tebul_Ure n iː [end]
[start] Tebul_Ure n u ŋ g u [end]	[start] Tebul_Ure n u ŋ aː [end]
[start] Tebul_Ure g i n aː [end]	[start] Tebul_Ure dʒ i nː aː dʒ e [end]
[start] Tebul_Ure t ɔ [end]	[start] Tebul_Ure t ɔ [end]
[start] Tebul_Ure g u ɛː [end]	[start] Tebul_Ure g u ɲ o [end]
[start] Tebul_Ure ɔ n d ɔ [end]	[start] Tebul_Ure o n d o [end]
[start] Tebul_Ure p a g a [end]	[start] Tebul_Ure p a g a [end]
[start] Tebul_Ure t a b a [end]	[start] Tebul_Ure t a b a [end]
[start] Tebul_Ure t eː r̃ e [end]	[start] Tebul_Ure t i n ɛː [end]
[start] Tebul_Ure b i r ɛ [end]	[start] Tebul_Ure b i r aː [end]
[start] Tebul_Ure a d u n a [end]	[start] Tebul_Ure a d u n o [end]
[start] Tebul_Ure p ɛː [end]	[start] Tebul_Ure p ɛ [end]
[start] Tebul_Ure g o d u [end]	[start] Tebul_Ure g o d u [end]
[start] Tebul_Ure d ɛː [end]	[start] Tebul_Ure t o n [end]
[start] Tebul_Ure ɛ b ɛ [end]	[start] Tebul_Ure ɛ b ɛ [end]
[start] Tebul_Ure z a n d u [end]	[start] Tebul_Ure z a m d i l e [end]
[start] Tebul_Ure ɲ ɛː [end]	[start] Tebul_Ure ɲ ɛ [end]
[start] Tebul_Ure n ɛː [end]	[start] Tebul_Ure n ɔː [end]
[start] Tebul_Ure s i j e [end]	[start] Tebul_Ure s eː [end]
[start] Tebul_Ure p u r̃ o [end]	[start] Tebul_Ure p u r̃ o [end]
[start] Tebul_Ure r̃ i [end]	[start] Tebul_Ure r i [end]
[start] Tebul_Ure t u ŋ g u [end]	[start] Tebul_Ure t u n dʒ iː [end]
[start] Tebul_Ure m a n d i [end]	[start] Tebul_Ure m a n d i [end]
[start] Tebul_Ure b i j e [end]	[start] Tebul_Ure b e [end]
[start] Tebul_Ure b a r̃ a [end]	[start] Tebul_Ure s a r̃ a [end]
[start] Tebul_Ure d ɛ r̃ ɛ [end]	[start] Tebul_Ure d ɛ g ɛ [end]
[start] Tiranige_Diga d u [end]	[start] Tiranige_Diga d u [end]
[start] Tiranige_Diga n aː [end]	[start] Tiranige_Diga n aː [end]
[start] Tiranige_Diga n ɛː [end]	[start] Tiranige_Diga ɲ ɔː [end]
[start] Tiranige_Diga s u n dʒ u [end]	[start] Tiranige_Diga s u ŋ u n u [end]
[start] Tiranige_Diga g i r i [end]	[start] Tiranige_Diga dʒ i r o [end]
[start] Tiranige_Diga w a g a [end]	[start] Tiranige_Diga w a g a [end]
[start] Tiranige_Diga t eː n i [end]	[start] Tiranige_Diga t eː ŋ [end]
[start] Tiranige_Diga g eː [end]	[start] Tiranige_Diga g oː [end]
[start] Tiranige_Diga k u l o [end]	[start] Tiranige_Diga k u l e j̃ [end]
[start] Tiranige_Diga m i l i [end]	[start] Tiranige_Diga m i n o [end]
[start] Tiranige_Diga t aː n d o [end]	[start] Tiranige_Diga t aː n d i [end]
[start] Tiranige_Diga g i r i [end]	[start] Tiranige_Diga dʒ i r o [end]
[start] Tiranige_Diga n a n a [end]	[start] Tiranige_Diga n a l o [end]
[start] Tiranige_Diga s u g e [end]	[start] Tiranige_Diga s i g o [end]
[start] Tiranige_Diga b a r i [end]	[start] Tiranige_Diga b a r o [end]
[start] Tiranige_Diga k a n d a [end]	[start] Tiranige_Diga k a n d a [end]
[start] Tiranige_Diga o dʒ u [end]	[start] Tiranige_Diga o dʒ i [end]
[start] Tiranige_Diga t a g e [end]	[start] Tiranige_Diga t aː ŋ g e [end]
[start] Tiranige_Diga k u m b o [end]	[start] Tiranige_Diga k u m u [end]
[start] Tiranige_Diga d u l ɔ [end]	[start] Tiranige_Diga d i l ɔ [end]
[start] Tiranige_Diga k i r̃ e [end]	[start] Tiranige_Diga k i n a [end]
[start] Tiranige_Diga m aː [end]	[start] Tiranige_Diga m a j̃ [end]
[start] Tiranige_Diga n u m a [end]	[start] Tiranige_Diga n uː [end]
[start] Tiranige_Diga j aː f a [end]	[start] Tiranige_Diga j aː p i [end]
[start] Tiranige_Diga k u l ɔ [end]	[start] Tiranige_Diga k u l ɛ [end]
[start] Tiranige_Diga p uː dʒ u [end]	[start] Tiranige_Diga p u s [end]
[start] Tiranige_Diga n a m a [end]	[start] Tiranige_Diga n a m a [end]
[start] Tiranige_Diga a r a [end]	[start] Tiranige_Diga a r a [end]
[start] Tiranige_Diga b a n a [end]	[start] Tiranige_Diga b u n i [end]
[start] Tiranige_Diga k ɔ m b ɔ [end]	[start] Tiranige_Diga k o w̃ [end]
[start] Tiranige_Diga k a j a [end]	[start] Tiranige_Diga k a ŋː ɛ [end]
[start] Tiranige_Diga k ɔ [end]	[start] Tiranige_Diga k o g o [end]
[start] Tiranige_Diga d i g i [end]	[start] Tiranige_Diga d i g i [end]
[start] Tiranige_Diga m i [end]	[start] Tiranige_Diga m [end]
[start] Tiranige_Diga d a m b u [end]	[start] Tiranige_Diga d a m b o [end]
[start] Tiranige_Diga n ɛ m ɔ [end]	[start] Tiranige_Diga n ɛ w̃ [end]
[start] Tiranige_Diga s ɔ [end]	[start] Tiranige_Diga s ɔː j [end]
[start] Tiranige_Diga n ɛ n d ɔ [end]	[start] Tiranige_Diga n ɛː n d ɛ [end]
[start] Tiranige_Diga p i l i [end]	[start] Tiranige_Diga p u l ɛ [end]
[start] Tiranige_Diga b ɛː r ɔ [end]	[start] Tiranige_Diga p i n d i [end]
[start] Tiranige_Diga a m b u [end]	[start] Tiranige_Diga a m i r i [end]
[start] Tiranige_Diga t e g e [end]	[start] Tiranige_Diga d e g o [end]
[start] Tiranige_Diga b aː [end]	[start] Tiranige_Diga b aː [end]
[start] Tiranige_Diga d aː n a [end]	[start] Tiranige_Diga t aː n i [end]
[start] Tiranige_Diga t oː r i [end]	[start] Tiranige_Diga t aː r o [end]
[start] Tiranige_Diga k a r a [end]	[start] Tiranige_Diga k a r a [end]
[start] Tiranige_Diga d u m b u [end]	[start] Tiranige_Diga d u m b u [end]
[start] Tiranige_Diga b a l a k u [end]	[start] Tiranige_Diga b a n a ŋ k uː [end]
[start] Tiranige_Diga s e [end]	[start] Tiranige_Diga s e [end]
[start] Tiranige_Diga t ɛː m b ɛ r ɔ [end]	[start] Tiranige_Diga t ɛː m d ɛ r ɛ [end]
[start] Tiranige_Diga j u [end]	[start] Tiranige_Diga j o [end]
[start] Tiranige_Diga k ɔ l ɔ [end]	[start] Tiranige_Diga k o l o [end]
[start] Tiranige_Diga ɲ ɛː [end]	[start] Tiranige_Diga ɲ ɔː [end]
[start] Tiranige_Diga d ɔ n ɔ [end]	[start] Tiranige_Diga t u l ɔ [end]
[start] Tiranige_Diga n iː [end]	[start] Tiranige_Diga n o j o [end]
[start] Tiranige_Diga t ɔ [end]	[start] Tiranige_Diga t ɔː [end]
[start] Tiranige_Diga ɔ n dʒ ɔ [end]	[start] Tiranige_Diga o n dʒ o [end]
[start] Tiranige_Diga p aː g a [end]	[start] Tiranige_Diga p a g a [end]
[start] Tiranige_Diga t a w a [end]	[start] Tiranige_Diga t a w o [end]
[start] Tiranige_Diga j uː g u [end]	[start] Tiranige_Diga j u g u [end]
[start] Tiranige_Diga a r u n a [end]	[start] Tiranige_Diga a d u n a [end]
[start] Tiranige_Diga ɲ ɛː [end]	[start] Tiranige_Diga ɲ ɔː [end]
[start] Tiranige_Diga n uː [end]	[start] Tiranige_Diga n ɔː [end]
[start] Tiranige_Diga s eː [end]	[start] Tiranige_Diga s i j o [end]
[start] Tiranige_Diga m a n d i [end]	[start] Tiranige_Diga m a n d o [end]
[start] Tiranige_Diga b i j e [end]	[start] Tiranige_Diga b i [end]
[start] Togo_Kan d e [end]	[start] Togo_Kan d u [end]
[start] Togo_Kan n aː [end]	[start] Togo_Kan n a ʔ a [end]
[start] Togo_Kan ɲ ɛː [end]	[start] Togo_Kan n ɔː [end]
[start] Togo_Kan s u n ɔ [end]	[start] Togo_Kan s u g u r u [end]
[start] Togo_Kan g i r i [end]	[start] Togo_Kan g i r e [end]
[start] Togo_Kan w a g a [end]	[start] Togo_Kan w a g a [end]
[start] Togo_Kan t eː [end]	[start] Togo_Kan t i [end]
[start] Togo_Kan g o [end]	[start] Togo_Kan g oː [end]
[start] Togo_Kan k u r o [end]	[start] Togo_Kan k u r eː [end]
[start] Togo_Kan m i r̃ i [end]	[start] Togo_Kan m i r̃ i [end]
[start] Togo_Kan t aː n u [end]	[start] Togo_Kan t aː n [end]
[start] Togo_Kan g a r u [end]	[start] Togo_Kan k a g a [end]
[start] Togo_Kan g i r i [end]	[start] Togo_Kan g i r e [end]
[start] Togo_Kan n a r̃ a [end]	[start] Togo_Kan n a r̃ a [end]
[start] Togo_Kan s u g o [end]	[start] Togo_Kan s u g o [end]
[start] Togo_Kan b a r u [end]	[start] Togo_Kan b a r a [end]
[start] Togo_Kan k a n a [end]	[start] Togo_Kan k a n a [end]
[start] Togo_Kan o dʒ u [end]	[start] Togo_Kan o dʒ u [end]
[start] Togo_Kan t a g u [end]	[start] Togo_Kan t a g a [end]
[start] Togo_Kan k u m ɔ [end]	[start] Togo_Kan k u m o [end]
[start] Togo_Kan d u r ɔ [end]	[start] Togo_Kan d u r ɔ [end]
[start] Togo_Kan k i r̃ i [end]	[start] Togo_Kan k i r̃ i [end]
[start] Togo_Kan m a j̃ [end]	[start] Togo_Kan m a [end]
[start] Togo_Kan j aː p u [end]	[start] Togo_Kan j aː p i [end]
[start] Togo_Kan k u r ɔ [end]	[start] Togo_Kan k u r ɔ [end]
[start] Togo_Kan p u dʒ u [end]	[start] Togo_Kan p uː dʒ u [end]
[start] Togo_Kan a r u [end]	[start] Togo_Kan a r a [end]
[start] Togo_Kan b a r̃ u [end]	[start] Togo_Kan b ã [end]
[start] Togo_Kan g u dʒ u [end]	[start] Togo_Kan g u dʒ u [end]
[start] Togo_Kan k ɔ m ɔ [end]	[start] Togo_Kan k ɔː m ɔ [end]
[start] Togo_Kan k a ɲ a [end]	[start] Togo_Kan k a ŋ ɛː [end]
[start] Togo_Kan k ɔ [end]	[start] Togo_Kan k ũ [end]
[start] Togo_Kan m i [end]	[start] Togo_Kan m̩ [end]
[start] Togo_Kan s ɔ j̃ [end]	[start] Togo_Kan s ɔː [end]
[start] Togo_Kan n ɛ n ɛ [end]	[start] Togo_Kan n ɛ n ɛ [end]
[start] Togo_Kan p i l i [end]	[start] Togo_Kan p i r i [end]
[start] Togo_Kan d ɔ [end]	[start] Togo_Kan d ɔː [end]
[start] Togo_Kan dʒ ɛ m ɛ [end]	[start] Togo_Kan dʒ ɛ m ɛ [end]
[start] Togo_Kan a m i r u [end]	[start] Togo_Kan a m i r̃ i [end]
[start] Togo_Kan t ɛ m ɛ [end]	[start] Togo_Kan t ɛ m ɛ [end]
[start] Togo_Kan b ɛ r ɛ [end]	[start] Togo_Kan b ɛ r ɛ [end]
[start] Togo_Kan s ɔ [end]	[start] Togo_Kan s ɔ̃ [end]
[start] Togo_Kan d ɛ g ɛ [end]	[start] Togo_Kan d ɛ g ɛ [end]
[start] Togo_Kan t aː r e [end]	[start] Togo_Kan t oː r u [end]
[start] Togo_Kan p ɛ r u [end]	[start] Togo_Kan p ɛ r u [end]
[start] Togo_Kan t i m ɛ [end]	[start] Togo_Kan t i m ɛ [end]
[start] Togo_Kan k a r a [end]	[start] Togo_Kan k a r a [end]
[start] Togo_Kan dʒ a m a [end]	[start] Togo_Kan dʒ a m a [end]
[start] Togo_Kan d u m u [end]	[start] Togo_Kan d u m u [end]
[start] Togo_Kan b a n a k u [end]	[start] Togo_Kan b a n a k uː [end]
[start] Togo_Kan t a r u [end]	[start] Togo_Kan t a r u [end]
[start] Togo_Kan t ɔ ŋ ɔ [end]	[start] Togo_Kan t ɔ [end]
[start] Togo_Kan d i m e [end]	[start] Togo_Kan d i m e [end]
[start] Togo_Kan t ɛ m ɛ n ɛ [end]	[start] Togo_Kan t ɛ m d ɛ r ɛ [end]
[start] Togo_Kan p a dʒ u [end]	[start] Togo_Kan p aː dʒ u [end]
[start] Togo_Kan k ɔ r ɔ [end]	[start] Togo_Kan k o r o [end]
[start] Togo_Kan ɲ ɛ j̃ [end]	[start] Togo_Kan ɲ aː [end]
[start] Togo_Kan d ɔ r̃ ɔ [end]	[start] Togo_Kan d ɔ r̃ ɔ [end]
[start] Togo_Kan n u ŋ ɔ [end]	[start] Togo_Kan n u ŋ ɔ [end]
[start] Togo_Kan n u ŋ ɔ [end]	[start] Togo_Kan n u ŋ u [end]
[start] Togo_Kan g i n aː [end]	[start] Togo_Kan dʒ i n aː dʒ u [end]
[start] Togo_Kan t ɔ ɲ u [end]	[start] Togo_Kan d iː [end]
[start] Togo_Kan ɔ ɲ ɔ [end]	[start] Togo_Kan ɔ ɲ ɔ [end]
[start] Togo_Kan t a w aː [end]	[start] Togo_Kan t ɔ w ɔ [end]
