Predicted	Actual
[start] Gyeto tʃ ə w a tʃ [end]	[start] Gyeto tʃ o w a tʃ [end]
[start] Gyeto kʼ ə w ə r ə [end]	[start] Gyeto kʼ w ə b ə r ə [end]
[start] Gyeto h ɨ n [end]	[start] Gyeto x i n [end]
[start] Gyeto kʼ ə n ə m ə [end]	[start] Gyeto kʼ ə n ə m ə [end]
[start] Gyeto m ɨ r a j ə [end]	[start] Gyeto m ə m ɨ r [end]
[start] Gyeto tʃ ə n ə [end]	[start] Gyeto tʃ ə ɲ ə [end]
[start] Gyeto z ə p ə r [end]	[start] Gyeto dʒ ə pː ə r ə [end]
[start] Gyeto ʔ o z a t [end]	[start] Gyeto ʔ a w z a t [end]
[start] Harari d ə m [end]	[start] Harari d ə m [end]
[start] Harari ʔ a tʼ i m [end]	[start] Harari ʔ aː tʼ [end]
[start] Harari g a m a r a [end]	[start] Harari g aː m ə l a [end]
[start] Harari d a b ə r a [end]	[start] Harari d aː n a [end]
[start] Harari ʔ ɨ g u s [end]	[start] Harari n ə g aː ʃ i [end]
[start] Harari b ɨ kʼ u r a [end]	[start] Harari b ə kʼ ə l [end]
[start] Harari ʔ a d ə d [end]	[start] Harari ʔ a ħ a n d [end]
[start] Harari r u z [end]	[start] Harari r uː z [end]
[start] Harari s ə b a [end]	[start] Harari s aː tː i [end]
[start] Harari ʔ a n [end]	[start] Harari ħ a tʃʼ i r [end]
[start] Harari s ɨ dː u s [end]	[start] Harari s i dː i s t aː ɲ [end]
[start] Harari ʔ a s [end]	[start] Harari ʔ a sː i r [end]
[start] Harari s ə s t [end]	[start] Harari ʃ i ʔ i ʃ t i [end]
[start] Harari ʔ a m u s [end]	[start] Harari x a m i s [end]
[start] Harari m a n [end]	[start] Harari m aː n [end]
[start] Harari d ə fː ə r [end]	[start] Harari d ə b ə l a [end]
[start] Harari tʼ u b [end]	[start] Harari tʼ oː t [end]
[start] Harari s ə tʃʼ i [end]	[start] Harari s ə tʃ a [end]
[start] Harari ʔ eː n [end]	[start] Harari ʔ i n [end]
[start] Harari ʔ a r a t [end]	[start] Harari ħ a r a t [end]
[start] Harari m u r a [end]	[start] Harari m u lː u ʔ [end]
[start] Harari f ə r ə z [end]	[start] Harari f ə r ə z [end]
[start] Harari kʼ ɨ m a l [end]	[start] Harari kʼ u m aːi̯ [end]
[start] Harari b a r a [end]	[start] Harari b a ʔ a r a [end]
[start] Harari d ɨ b a kʼ [end]	[start] Harari d u bː a [end]
[start] Harari ʔ ɨ r ə b [end]	[start] Harari ʔ a r b a ʔ a [end]
[start] Harari l a m a m [end]	[start] Harari l aː m [end]
[start] Harari s u m u [end]	[start] Harari s uː t [end]
[start] Harari ʔ a m i s [end]	[start] Harari ħ a mː i s t i [end]
[start] Harari z i j a b [end]	[start] Harari z ɨ n aː b [end]
[start] Harari tʼ ə b a [end]	[start] Harari tʼ ə b a [end]
[start] Harari tʼ ə r ə kʼ [end]	[start] Harari d ə r ə kʼ [end]
[start] Harari ʔ ɨ n kʼ u kʼ [end]	[start] Harari ʔ a kʼ u ħ [end]
[start] Harari ʔ ɨ z [end]	[start] Harari ʔ u z u n [end]
[start] Harari ʔ a n g ə d [end]	[start] Harari ʔ a n g ə t [end]
[start] Harari ʒ ə Harari ə ɲ [end]	[start] Harari z ə ħ tʼ ə ɲ [end]
[start] Harari t ə n [end]	[start] Harari t ə n [end]
[start] Harari h a t a [end]	[start] Harari k oː t [end]
[start] Harari ʔ a n a [end]	[start] Harari ʔ a x aː x aː tʃ [end]
[start] Harari b ə kʼ ə j [end]	[start] Harari b ə kʼ a [end]
[start] Harari kʼ ə x a [end]	[start] Harari d o x o n [end]
[start] Harari t u mː a [end]	[start] Harari t u mː a [end]
[start] Harari m ɨ d a d [end]	[start] Harari m ɨ tʼ aː d [end]
[start] Harari ʔ a x a ɲ [end]	[start] Harari ʔ a [UNK] a ʔ [end]
[start] Harari s a l ə n [end]	[start] Harari s a ħ a n [end]
[start] Harari d a b o [end]	[start] Harari d aː b o [end]
[start] Harari z i z ə z [end]	[start] Harari b ɨ r z ə z ə ʃ ə [end]
[start] Harari tʼ aː [end]	[start] Harari tʼ aːi̯ [end]
[start] Harari w i z a t [end]	[start] Harari w uː z i ʔ [end]
[start] Harari t ɨ r a s [end]	[start] Harari m ɨ t r aː ʃ [end]
[start] Harari kʼ a tʃʼ i [end]	[start] Harari kʼ ə tʃʼ iː n [end]
[start] Harari b u n a [end]	[start] Harari b u n [end]
[start] Harari s e m ə m [end]	[start] Harari ʃ eː m ə kʼ a [end]
[start] Harari d ɨ n g ə [end]	[start] Harari d ə g u [end]
[start] Harari dʒ i m a t [end]	[start] Harari dʒ u m ʔ a [end]
[start] Harari b ə kʼ i r [end]	[start] Harari b ə kʼ l ə [end]
[start] Harari m ɨ n [end]	[start] Harari m i n [end]
[start] Harari h u l u m [end]	[start] Harari k u lː u [end]
[start] Harari ʔ a r aː ʃ i [end]	[start] Harari ħ a r aː ʃ i [end]
[start] Harari t ə kʼ a [end]	[start] Harari t a ħ ai̯ [end]
[start] Harari m ɨ s a t [end]	[start] Harari m ə ʃ eː t [end]
[start] Harari s ə dː ə b ə [end]	[start] Harari s ə d ə b a [end]
[start] Harari m i ʃ [end]	[start] Harari m i sː i r [end]
[start] Harari ʔ a r b [end]	[start] Harari ħ aː r b i [end]
[start] Harari g u n dʒ i [end]	[start] Harari tʃʼ aː tʃʼ u [end]
[start] Harari l ɨ b [end]	[start] Harari kʼ ə l b i [end]
[start] Harari s ə g ə r [end]	[start] Harari tʃʼ ɨ g ə r [end]
[start] Harari b ə r b ə r [end]	[start] Harari b ə r b ə r i [end]
[start] Harari m aː [end]	[start] Harari m i [end]
[start] Harari f ə l a m [end]	[start] Harari f ə l a ħ a [end]
[start] Harari r a s [end]	[start] Harari ʔ u r uː s [end]
[start] Harari kʼ Harari [end]	[start] Harari kʼ eː h [end]
[start] Harari ʔ a n kʼ a m b [end]	[start] Harari s ə b t i [end]
[start] Harari ʔ aː r i [end]	[start] Harari ʔ i r [end]
[start] Harari g ə b s [end]	[start] Harari g uː s [end]
[start] Inor d ə m [end]	[start] Inor d ə m [end]
[start] Inor ʔ a tʼ ɨ m [end]	[start] Inor ʔ a tʼ ɨ m [end]
[start] Inor g a m ə ʔ a [end]	[start] Inor g a m e r a [end]
[start] Inor d a b ə [end]	[start] Inor d a m ə r a [end]
[start] Inor ʔ ɨ g u s [end]	[start] Inor n u g w s [end]
[start] Inor b ɨ ʔ ə ʔ ə [end]	[start] Inor b u kʼ u r ə [end]
[start] Inor ʔ a d ʔ a [end]	[start] Inor ʔ a t [end]
[start] Inor r u z [end]	[start] Inor r u z [end]
[start] Inor s ə ʔ a [end]	[start] Inor s aː t [end]
[start] Inor ʔ a n ʔ ɨ r [end]	[start] Inor ʔ e ʔ i r [end]
[start] Inor s ɨ dː ʔ s t [end]	[start] Inor s ɨ dː ɨ s t [end]
[start] Inor ʔ a s ə r [end]	[start] Inor ʔ a s ɨ r [end]
[start] Inor s ə s ə s ə [end]	[start] Inor s o ʔ o s t [end]
[start] Inor ʔ a m u s [end]	[start] Inor ʔ a m u s [end]
[start] Inor m a n a [end]	[start] Inor m a n [end]
[start] Inor d ə m ə r ə m [end]	[start] Inor d a pː ə r ə [end]
[start] Inor tʼ ɨ b ʔ [end]	[start] Inor tʼ u [end]
[start] Inor s ə ʔ ə [end]	[start] Inor s ə tʃʼ ə [end]
[start] Inor ʔ ɨ n [end]	[start] Inor ʔ e r [end]
[start] Inor ʔ a r a t [end]	[start] Inor ʔ ə r b ʔ a t [end]
[start] Inor m ɨ l a [end]	[start] Inor m u r ʔ a [end]
[start] Inor f ə r ə z [end]	[start] Inor f ə r ə z [end]
[start] Inor kʼ ɨ m a l [end]	[start] Inor ʔ ɨ m a r [end]
[start] Inor b ə r a ʔ ə [end]	[start] Inor b a w ə r a [end]
[start] Inor d ɨ b a ʔ ə ʔ a [end]	[start] Inor tʼ ə b a kʼ u l a [end]
[start] Inor ʔ ɨ r ə ʔ [end]	[start] Inor ʔ ə r o [end]
[start] Inor ʔ ɨ ʔ a s [end]	[start] Inor n ə f a s [end]
[start] Inor ʔ ə f ə s ə m [end]	[start] Inor n ə f ə s ə [end]
[start] Inor ʔ a m a m [end]	[start] Inor ʔ ə r a m [end]
[start] Inor s ə m ə t [end]	[start] Inor s uː n t [end]
[start] Inor ʔ a m ʔ s t ʔ [end]	[start] Inor ʔ a mː ɨ s t [end]
[start] Inor z ə r ʔ [end]	[start] Inor z ə r [end]
[start] Inor tʼ ə b a [end]	[start] Inor tʼ ə p w ə [end]
[start] Inor s ɨ n dʒ i [end]	[start] Inor s ɨ n ə ʔ [end]
[start] Inor kʼ a l [end]	[start] Inor kʼ a r [end]
[start] Inor ʔ a m b [end]	[start] Inor ʔ a m b ɨ r [end]
[start] Inor d ə r ə kʼ [end]	[start] Inor d ə r ə ʔ [end]
[start] Inor ʔ ɨ n kʼ w ə ʔ a [end]	[start] Inor ʔ ɨ n kʼ w ɨ r a [end]
[start] Inor ʔ a b ʔ a [end]	[start] Inor ʔ a b a [end]
[start] Inor ʔ ɨ z [end]	[start] Inor ʔ ɨ n z ɨ r [end]
[start] Inor ʔ a n g ə t [end]	[start] Inor ʔ a n g ə d [end]
[start] Inor ʒ ə tʼ ə ɲː [end]	[start] Inor ʒ ə ʔ ə [end]
[start] Inor ʔ ɨ ʔ ə r ə [end]	[start] Inor g ə t ə r ə [end]
[start] Inor t ə n ʔ ə [end]	[start] Inor t ə n [end]
[start] Inor h w e ʔ ə [end]	[start] Inor w ɨ r ʔ e t [end]
[start] Inor ʔ a n ʔ a [end]	[start] Inor ʔ a x ə [end]
[start] Inor b ə ʔ ə [end]	[start] Inor b ə k ə [end]
[start] Inor Inor ə x w ə [end]	[start] Inor ʒ ə x w ə r ə [end]
[start] Inor ʔ ɨ ʔ ʔ a [end]	[start] Inor ʔ a tʼ e j ə [end]
[start] Inor t u m a [end]	[start] Inor t u m a [end]
[start] Inor m ɨ ʔ a d [end]	[start] Inor m ɨ d a d [end]
[start] Inor ʔ ɨ g i r [end]	[start] Inor ʔ ə g ɨ r [end]
[start] Inor s ə h ʔ [end]	[start] Inor s a h ɨ n [end]
[start] Inor s ə r s ə n b ə [end]	[start] Inor w u r s ə n b ə t [end]
[start] Inor d a b ʔ a [end]	[start] Inor d a bː o ʔ ə [end]
[start] Inor w ɨ ʔ [end]	[start] Inor w ɨ r [end]
[start] Inor z ɨ z ə z ə z [end]	[start] Inor n ə z ə z ə [end]
[start] Inor f ɨ ʔ ə ʔ ə [end]	[start] Inor f ə ɲ ə ʔ [end]
[start] Inor m ə kʼ ʔ ə [end]	[start] Inor m w o kʼ [end]
[start] Inor tʼ aː [end]	[start] Inor tʼ ai̯ [end]
[start] Inor w ɨ z a t [end]	[start] Inor ʔ a z a t [end]
[start] Inor ʔ ɨ n g ə d ʔ a [end]	[start] Inor ʔ e m ə ɲ ə [end]
[start] Inor m ɨ s t [end]	[start] Inor m ɨ ʃ t [end]
[start] Inor ʔ a l g a [end]	[start] Inor ʔ a r g a [end]
[start] Inor ʔ ɨ m a r [end]	[start] Inor ʔ ɨ m a r [end]
[start] Inor ʔ ɨ x w a [end]	[start] Inor ʔ ɨ h u d a [end]
[start] Inor k ə n f ə r [end]	[start] Inor k ə n f ə r [end]
[start] Inor b ə ʔ o ʔ ə ʔ [end]	[start] Inor b ə kʼ o lː o ʔ ə [end]
[start] Inor s ə b ʔ [end]	[start] Inor s ə b [end]
[start] Inor w ɨ tʼ ə t [end]	[start] Inor w ɨ tʼ ə t [end]
[start] Inor ʔ ɨ m ʔ [end]	[start] Inor ʔ ɨ m ɨ r [end]
[start] Inor kʼ ə Inor ʔ [end]	[start] Inor kʼ ə tʃ ɨ r [end]
[start] Inor m ə r k a m a [end]	[start] Inor m ə r k a m a [end]
[start] Inor ʔ ɨ x ʔ [end]	[start] Inor ʔ ə x ɨ r [end]
[start] Inor r ə k ʔ ə [end]	[start] Inor n ə k ə β ə [end]
[start] Inor b ɨ s ə [end]	[start] Inor b ɨ ʃ ə [end]
[start] Inor ʔ ɨ d ʔ ə ʔ a [end]	[start] Inor kʼ ə tʼ a n s ə n b ə t [end]
[start] Inor ʔ a ʔ ə [end]	[start] Inor ʔ a ʒ ə [end]
[start] Inor d ɨ n g ə [end]	[start] Inor d ɨ n g ə t [end]
[start] Inor h ɨ n ʔ a [end]	[start] Inor x ɨ n o w a [end]
[start] Inor n ə g ə [end]	[start] Inor n ə g ə [end]
[start] Inor b ə t ʔ ə [end]	[start] Inor b ə t ɨ t [end]
[start] Inor g ɨ n Inor [end]	[start] Inor g i ʃ ɨ ʔ ə [end]
[start] Inor m ə ʔ a [end]	[start] Inor m ə ʔ a [end]
[start] Inor dʒ ɨ m a t [end]	[start] Inor dʒ ɨ m ʔ a t [end]
[start] Inor b ə ʔ ə ʔ [end]	[start] Inor b ə ʔ ə r [end]
[start] Inor ʔ ɨ ʔ a [end]	[start] Inor x i d a [end]
[start] Inor b ə r ʔ a m ʔ a [end]	[start] Inor b ə r tʃʼ ɨ m a [end]
[start] Inor ʔ ɨ d ʔ a w a [end]	[start] Inor ʔ ə t ə d o [end]
[start] Inor h ɨ n ə [end]	[start] Inor h ɨ n ɨ ʔ ə [end]
[start] Inor ʔ a n g a tʃː a [end]	[start] Inor ʔ a n g a tʃ a [end]
[start] Inor h ɨ t ʔ a [end]	[start] Inor h u d a [end]
[start] Inor g ə n tʃ ə [end]	[start] Inor g o n tʃ ə [end]
[start] Inor d ə n g ə ʔ ə [end]	[start] Inor d ə n g ə ɲ ə [end]
[start] Inor ʔ ə s ə kʼ ə m [end]	[start] Inor n ə [UNK] ə kʼ ə m [end]
[start] Inor ʔ ə x w a [end]	[start] Inor ʔ o k w a [end]
[start] Inor ʔ ɨ x a [end]	[start] Inor ʔ ɨ x a [end]
[start] Inor ʔ ɨ n ʔ a d [end]	[start] Inor ʔ ɨ nː ə [end]
[start] Inor ʔ ɨ ʔ ə j ə [end]	[start] Inor n u ʔ i j ə [end]
[start] Inor tʃ ə k ə r ə m [end]	[start] Inor tʃ ə k w ə r ə [end]
[start] Inor ʔ ɨ s a [end]	[start] Inor m w ə s a [end]
[start] Inor d a ʔ a [end]	[start] Inor d a t a [end]
[start] Inor t ɨ ʔ ə [end]	[start] Inor t ɨ k ə [end]
[start] Inor g ɨ ʔ ə [end]	[start] Inor g ɨ j ə [end]
[start] Inor kʼ w ə n tʃʼ [end]	[start] Inor kʼ o n tʃ ə [end]
[start] Inor g u n ʔ ə [end]	[start] Inor g u n ʔ ə r [end]
[start] Inor g u n ʔ ə [end]	[start] Inor g u n ʔ ə r [end]
[start] Inor m e n a [end]	[start] Inor m e n a [end]
[start] Inor kʼ ə s ə m [end]	[start] Inor kʼ ə s ə m [end]
[start] Inor dʒ ə n dʒ i r [end]	[start] Inor dʒ ə n dʒ ɨ r [end]
[start] Inor ʔ w ə n dʒ [end]	[start] Inor g u n tʃʼ ə [end]
[start] Inor w ə s ə n [end]	[start] Inor w ə sː ɨ n [end]
[start] Inor g ə p a t [end]	[start] Inor g ə p a d [end]
[start] Inor t ə t ʔ ə [end]	[start] Inor ʔ ə t ə ʔ u t [end]
[start] Inor k u d a r a [end]	[start] Inor k u t a r a [end]
[start] Inor g ɨ ʔ ʔ a [end]	[start] Inor g ɨ z ɨ j ə [end]
[start] Inor kʼ a w a [end]	[start] Inor kʼ a w a [end]
[start] Inor tʃ ə w a tʃ [end]	[start] Inor tʃ ə w a dʒ [end]
[start] Inor h ɨ n [end]	[start] Inor ʔ a n ə [end]
[start] Inor kʼ ə n d ə m [end]	[start] Inor kʼ ə n ə m ə [end]
[start] Inor m ɨ r a ʔ ə [end]	[start] Inor m ɨ r ʔ a r [end]
[start] Inor g e m w a [end]	[start] Inor g ə z j ə [end]
[start] Inor tsʰ ə p ə r ə [end]	[start] Inor dʒ ə p ə r ə [end]
[start] Kistane d ə m [end]	[start] Kistane d ə m [end]
[start] Kistane ʔ a s [end]	[start] Kistane ʔ a tʼ ɨ m [end]
[start] Kistane g a m ə r a [end]	[start] Kistane g i m ə l [end]
[start] Kistane d a b ə r a [end]	[start] Kistane d a m ə n a [end]
[start] Kistane n ɨ g u s [end]	[start] Kistane n ɨ g u s [end]
[start] Kistane b ə kʼ ə r [end]	[start] Kistane b ɨ tʃʼ ɨ l [end]
[start] Kistane ʔ a tː ə [end]	[start] Kistane ʔ a tː [end]
[start] Kistane r u z [end]	[start] Kistane r u z [end]
[start] Kistane s ə b a [end]	[start] Kistane s ə b a t [end]
[start] Kistane ʔ a n [end]	[start] Kistane ʔ a tʃʼ ɨ r [end]
[start] Kistane s ɨ dː ə s t [end]	[start] Kistane s ɨ d ɨ s t [end]
[start] Kistane ʔ a s ə r [end]	[start] Kistane ʔ a s ɨ r [end]
[start] Kistane s o s t [end]	[start] Kistane s o s t [end]
[start] Kistane ʔ a m u s [end]	[start] Kistane x a m u s [end]
[start] Kistane m a n [end]	[start] Kistane m a [end]
[start] Kistane d ə mː ə r [end]	[start] Kistane d ə bː ə l ə m [end]
[start] Kistane tʼ u b [end]	[start] Kistane tʼ ɨ b u jː ə [end]
[start] Kistane s ə tʃʼ ə [end]	[start] Kistane s ə tʃʼ ə [end]
[start] Kistane ʔ eː n [end]	[start] Kistane ʔ i n [end]
[start] Kistane ʔ a r a t [end]	[start] Kistane ʔ a r a t [end]
[start] Kistane m u r a [end]	[start] Kistane m u l a [end]
[start] Kistane f ə r ə z [end]	[start] Kistane f ə r ə z [end]
[start] Kistane kʼ ɨ m a [end]	[start] Kistane kʼ ɨ m a l [end]
[start] Kistane b ə r a [end]	[start] Kistane b o r a [end]
[start] Kistane d ɨ b a kʼ [end]	[start] Kistane d ə b a kʼ u lː a [end]
[start] Kistane ʔ ɨ r o k [end]	[start] Kistane x ə r o b [end]
[start] Kistane ʔ ɨ f a s [end]	[start] Kistane n ə f a s [end]
[start] Kistane n ə fː ə s ə [end]	[start] Kistane n ə fː ə s o [end]
[start] Kistane l ə r a m [end]	[start] Kistane ʔ ə l a m [end]
[start] Kistane s ɨ mː u [end]	[start] Kistane s ə mː ɨ n t [end]
[start] Kistane ʔ a mː ə s [end]	[start] Kistane ʔ a mː ɨ s t [end]
[start] Kistane z ɨ n a b [end]	[start] Kistane z ɨ n a b [end]
[start] Kistane z ə r [end]	[start] Kistane z ə r [end]
[start] Kistane tʼ ə b a [end]	[start] Kistane tʼ o bː ə m [end]
[start] Kistane s ɨ n e [end]	[start] Kistane s ɨ rː e [end]
[start] Kistane kʼ a r [end]	[start] Kistane kʼ a l [end]
[start] Kistane ʔ a m b [end]	[start] Kistane ʔ a m b ɨ l [end]
[start] Kistane tʼ ə r ə kʼ [end]	[start] Kistane d ə r ə kʼ [end]
[start] Kistane ʔ ɨ n kʼ u kʼ [end]	[start] Kistane ʔ a n kʼ o [end]
[start] Kistane ʔ a b a [end]	[start] Kistane ʔ a b i [end]
[start] Kistane ʔ ɨ z [end]	[start] Kistane ʔ ɨ n z ɨ n [end]
[start] Kistane ʔ a n g ə [end]	[start] Kistane ʔ a n g ə t [end]
[start] Kistane ʒ ə tʼ ə ɲː [end]	[start] Kistane ʒ ə tʼ ə ɲ [end]
[start] Kistane t ə n [end]	[start] Kistane t ə n [end]
[start] Kistane h ɨ s [end]	[start] Kistane k i tː [end]
[start] Kistane b ə k ə [end]	[start] Kistane b ə ʃː ə m [end]
[start] Kistane tʃʼ ə x o [end]	[start] Kistane z ə x o n [end]
[start] Kistane ʔ ɨ s [end]	[start] Kistane ʔ a tʼ a b ə t [end]
[start] Kistane t u mː a [end]	[start] Kistane t u mː a [end]
[start] Kistane m ɨ tʼ a d [end]	[start] Kistane m ɨ tʼ a d [end]
[start] Kistane ʔ ɨ g [end]	[start] Kistane ʔ ə g ɨ r [end]
[start] Kistane ʔ ə x a [end]	[start] Kistane ʔ a x u [end]
[start] Kistane s a h a n [end]	[start] Kistane s ə h a n [end]
[start] Kistane s ə r s ə n b ə [end]	[start] Kistane w u r s ə n b ə t [end]
[start] Kistane d a b o [end]	[start] Kistane d a bː o [end]
[start] Kistane w ɨ r [end]	[start] Kistane w ɨ r [end]
[start] Kistane b ə r ə z ə [end]	[start] Kistane b ɨ r ə z ə z ə [end]
[start] Kistane f ɨ kʼ ə kʼ [end]	[start] Kistane f ɨ jː ə l [end]
[start] Kistane m u kʼ ə n [end]	[start] Kistane j ə m o kʼ ə [end]
[start] Kistane tʼ ai̯ [end]	[start] Kistane ʔ ə tʼ ai̯ [end]
[start] Kistane w ɨ z a [end]	[start] Kistane w ɨ z a t [end]
[start] Kistane ʔ ɨ n g ə [end]	[start] Kistane ʔ ə n g ə d ə ɲː a [end]
[start] Kistane m ɨ s t [end]	[start] Kistane m ɨ ʃ t [end]
[start] Kistane ʔ a l g a [end]	[start] Kistane ʔ a l g a [end]
[start] Kistane ʔ ɨ m a r [end]	[start] Kistane ʔ ə m a r [end]
[start] Kistane j ɨ x a [end]	[start] Kistane j ə k w a [end]
[start] Kistane k ə n f ə r [end]	[start] Kistane k ə n f ə r [end]
[start] Kistane b ə kʼ o k [end]	[start] Kistane b o kʼː o lː o [end]
[start] Kistane w ɨ tʼ ə t [end]	[start] Kistane w ɨ tʼ ə t [end]
[start] Kistane ʔ ɨ m [end]	[start] Kistane j i m i r [end]
[start] Kistane m ə r k a m a [end]	[start] Kistane m ə l k a m a [end]
[start] Kistane b u n a [end]	[start] Kistane b u n a [end]
[start] Kistane ʃ e m ə [end]	[start] Kistane s ə tʼ ə [end]
[start] Kistane kʼ ə l d [end]	[start] Kistane kʼ ə l d [end]
[start] Kistane b ɨ sː a [end]	[start] Kistane b ɨ ʃː ə [end]
[start] Kistane kʼ ə f a n [end]	[start] Kistane k ɨ d a n s ə n b ə t [end]
[start] Kistane ʔ a tʃʼ ə m [end]	[start] Kistane ʔ a [UNK] ə [end]
[start] Kistane d ɨ n g ə [end]	[start] Kistane d ɨ n g ə t [end]
[start] Kistane h ɨ n o a [end]	[start] Kistane k ɨ nː ə m [end]
[start] Kistane n ə g ə [end]	[start] Kistane n ə g ə [end]
[start] Kistane b ə tː ə t [end]	[start] Kistane b ə t ə t [end]
[start] Kistane g eː n [end]	[start] Kistane g ɨ n ʒ ə [end]
[start] Kistane kʼ ə b ə t o [end]	[start] Kistane kʼ ə b ə tː o [end]
[start] Kistane m ə s a [end]	[start] Kistane m ə [UNK] a [end]
[start] Kistane h ɨ t a [end]	[start] Kistane k i j a [end]
[start] Kistane z ɨ x [end]	[start] Kistane z i [end]
[start] Kistane m ɨ n [end]	[start] Kistane m ɨ n [end]
[start] Kistane h u l ə [end]	[start] Kistane k u lː ɨ m [end]
[start] Kistane h ɨ n [end]	[start] Kistane k ɨ rː ə [end]
[start] Kistane ʔ a n g a tʃː a [end]	[start] Kistane ʔ a n g a tʃ a [end]
[start] Kistane ʔ a r a ʃ ɨ s [end]	[start] Kistane ʔ a r a ʃ [end]
[start] Kistane g o n tʃʼ ə [end]	[start] Kistane g ə tʃ ə [end]
[start] Kistane d ə n g ə [end]	[start] Kistane d ə n g ə ɲː ə [end]
[start] Kistane ʔ ə k w a [end]	[start] Kistane ʔ a x u ɲ [end]
[start] Kistane ʔ ɨ x a [end]	[start] Kistane j i g a [end]
[start] Kistane t ə Kistane a [end]	[start] Kistane t ə t a t əi̯ [end]
[start] Kistane tʼ ɨ kʼ u [end]	[start] Kistane tʼ ɨ kʼ u r [end]
[start] Kistane d a dː a [end]	[start] Kistane d ə r ə t [end]
[start] Kistane ʔ a d o [end]	[start] Kistane ʔ a zː o [end]
[start] Kistane m ɨ s e t [end]	[start] Kistane m ɨ ʃ ə r [end]
[start] Kistane kʼ o n tʃʼ [end]	[start] Kistane kʼ o l ə tʃ ə [end]
[start] Kistane g u n ə r [end]	[start] Kistane g u nː ə n [end]
[start] Kistane g u n ə r [end]	[start] Kistane g u nː ə n [end]
[start] Kistane s ə dː ə b ə [end]	[start] Kistane s ə dː ə b ə m [end]
[start] Kistane m ɨ sː [end]	[start] Kistane m ɨ ʃ ɨ r ə [end]
[start] Kistane ʔ a n b ə sː a [end]	[start] Kistane ʔ a n b ə sː a [end]
[start] Kistane b ə m a r [end]	[start] Kistane m ɨ n k o m [end]
[start] Kistane kʼ a r e [end]	[start] Kistane kʼ a r ɨ j a [end]
[start] Kistane l e b a [end]	[start] Kistane l e b a [end]
[start] Kistane tʃʼ u n tʃʼ [end]	[start] Kistane g u n tʃʼ ə [end]
[start] Kistane w ə sː ə sː [end]	[start] Kistane w o w o sː ɨ n [end]
[start] Kistane kʼ ɨ b i [end]	[start] Kistane l ɨ bː [end]
[start] Kistane m ɨ t o [end]	[start] Kistane m ə t o [end]
[start] Kistane g ɨ z [end]	[start] Kistane g ɨ z j e [end]
[start] Kistane t ə x a [end]	[start] Kistane t ə k w a [end]
[start] Kistane g ə r [end]	[start] Kistane g oi̯ [end]
[start] Kistane f ə l a [end]	[start] Kistane f ə lː a m [end]
[start] Kistane b ə tʃʼ ə kʼ [end]	[start] Kistane m o tʃʼ ə kʼ ə m [end]
[start] Kistane ʔ ai̯ r e [end]	[start] Kistane j i m ɨ r [end]
[start] Kistane g ə b s [end]	[start] Kistane g ə b s [end]
[start] Mesqan d ə m [end]	[start] Mesqan d ə m [end]
[start] Mesqan h a s m [end]	[start] Mesqan ʔ a tʼ ɨ m [end]
[start] Mesqan g e m e l a [end]	[start] Mesqan g a m e l a [end]
[start] Mesqan d a b a [end]	[start] Mesqan d a b ə n a [end]
[start] Mesqan n ɨ g u s [end]	[start] Mesqan n ɨ g w s [end]
[start] Mesqan b ɨ kʼ l ə r [end]	[start] Mesqan b w ə kʼ ɨ l a [end]
[start] Mesqan h a d ə [end]	[start] Mesqan ʔ a tː [end]
[start] Mesqan r u z [end]	[start] Mesqan r u z [end]
[start] Mesqan s ə b a [end]	[start] Mesqan s e b ə t [end]
[start] Mesqan h a n [end]	[start] Mesqan ʔ a tʃʼ ɨ r [end]
[start] Mesqan s ɨ dː i s t [end]	[start] Mesqan s ɨ dː ɨ s t [end]
[start] Mesqan ʔ a s i r [end]	[start] Mesqan ʔ a s ɨ r [end]
[start] Mesqan s e s t [end]	[start] Mesqan s o s t [end]
[start] Mesqan h a m u s [end]	[start] Mesqan ʔ a m u s [end]
[start] Mesqan m a n [end]	[start] Mesqan m w a [end]
[start] Mesqan d ə b ə r [end]	[start] Mesqan d ə bː ə r ə m [end]
[start] Mesqan tʼ u b a [end]	[start] Mesqan tʼ u b [end]
[start] Mesqan s e k ə [end]	[start] Mesqan s ə tʃʼ ə [end]
[start] Mesqan ʔ eː n [end]	[start] Mesqan ʔ e n [end]
