Predicted	Actual
[start] WesternBwe kʰ a ³³ [end]	[start] WesternBwe kʰ ɛ ³³ [end]
[start] WesternBwe b l ɛ ³³ [end]	[start] WesternBwe b l i ¹¹ [end]
[start] WesternBwe p l i ⁵⁵ [end]	[start] WesternBwe p l i ⁵⁵ [end]
[start] WesternBwe r o ³³ [end]	[start] WesternBwe [UNK] u ³³ [end]
[start] WesternBwe ʃ a ³³ [end]	[start] WesternBwe ʃ a ³³ [end]
[start] WesternBwe ɗ ɛ ⁵⁵ [end]	[start] WesternBwe ɗ ɛ ⁵⁵ [end]
[start] WesternBwe j i ³³ [end]	[start] WesternBwe c i ³³ [end]
[start] WesternBwe tʰ ə ³³ [end]	[start] WesternBwe tʰ o ³³ [end]
[start] WesternBwe ʃ a ³³ [end]	[start] WesternBwe ʃ ɛ ³³ [end]
[start] WesternBwe l ʊ ³³ [end]	[start] WesternBwe l o ³³ [end]
[start] WesternBwe p l i ³³ [end]	[start] WesternBwe b l i ³³ [end]
[start] WesternBwe m i ¹¹ [end]	[start] WesternBwe m u ³³ [end]
[start] WesternBwe j o ³³ [end]	[start] WesternBwe j ɔ ³³ [end]
[start] WesternBwe m i ³³ [end]	[start] WesternBwe m e ³³ [end]
[start] WesternBwe ʃ i ⁵⁵ [end]	[start] WesternBwe ʃ i ⁵⁵ [end]
[start] WesternBwe p i ³³ [end]	[start] WesternBwe b ə ³³ [end]
[start] WesternBwe p l ɔ ³³ [end]	[start] WesternBwe p l o ³³ [end]
[start] WesternBwe d o ³³ [end]	[start] WesternBwe d u ³³ [end]
[start] WesternBwe θ ə ³³ [end]	[start] WesternBwe θ o ⁵⁵ [end]
[start] WesternBwe c ə ⁵⁵ [end]	[start] WesternBwe c o ⁵⁵ [end]
[start] WesternBwe kʰ i ⁵⁵ [end]	[start] WesternBwe kʰ i ⁵⁵ [end]
[start] WesternBwe θ o ³³ [end]	[start] WesternBwe θ u ³³ [end]
[start] WesternBwe p l i ³³ [end]	[start] WesternBwe b l i ¹¹ [end]
[start] WesternBwe d a ⁵⁵ [end]	[start] WesternBwe d ɛ ³³ [end]
[start] WesternBwe kʰ l i ³³ [end]	[start] WesternBwe kʰ l i ³³ [end]
[start] WesternBwe b r o ³³ [end]	[start] WesternBwe p ɔ ³³ [end]
[start] WesternBwe p l ɛ ³³ [end]	[start] WesternBwe b l ɛ ³³ [end]
[start] WesternBwe tʰ i ⁵⁵ [end]	[start] WesternBwe tʰ i ⁵⁵ [end]
[start] WesternBwe tʰ i ⁵⁵ [end]	[start] WesternBwe tʰ e ⁵⁵ [end]
[start] WesternBwe j o ³³ [end]	[start] WesternBwe c ɔ ³³ [end]
[start] WesternBwe l ɛ ³³ [end]	[start] WesternBwe l ɛ ³³ [end]
[start] WesternBwe m a ⁵⁵ [end]	[start] WesternBwe m ɛ ⁵⁵ [end]
[start] WesternBwe l i ¹¹ [end]	[start] WesternBwe l u ⁵⁵ [end]
[start] WesternBwe tʰ a ³³ [end]	[start] WesternBwe tʰ a ³³ [end]
[start] WesternBwe w ɛ ³³ [end]	[start] WesternBwe h ɛ ³³ [end]
[start] WesternBwe s w i ³³ [end]	[start] WesternBwe θ w i ³³ [end]
[start] WesternBwe kʰ l i ⁵⁵ [end]	[start] WesternBwe kʰ l i ³³ [end]
[start] WesternBwe kʰ r i ³³ [end]	[start] WesternBwe kʰ w i ³³ [end]
[start] WesternBwe θ i ³³ [end]	[start] WesternBwe θ r e ³³ [end]
[start] WesternBwe b r i ³³ [end]	[start] WesternBwe b w ɪ ³³ [end]
[start] WesternBwe h a p ²¹ [end]	[start] WesternBwe h ɛ ³³ [end]
[start] WesternBwe kʰ w i ⁵⁵ [end]	[start] WesternBwe kʰ w i ³³ [end]
[start] WesternBwe kʰ u ³³ [end]	[start] WesternBwe kʰ u ³³ [end]
[start] WesternBwe kʰ l i ³³ [end]	[start] WesternBwe kʰ l i ³³ [end]
[start] WesternBwe ɔ ³³ [end]	[start] WesternBwe o ³³ [end]
[start] WesternBwe n i ³³ [end]	[start] WesternBwe n i ³³ [end]
[start] WesternBwe s i ⁵⁵ [end]	[start] WesternBwe θ ɨ ⁵⁵ [end]
[start] WesternBwe j o ³³ [end]	[start] WesternBwe j ɔ ¹¹ [end]
[start] WesternBwe kʰ i ⁵⁵ [end]	[start] WesternBwe kʰ i ⁵⁵ [end]
[start] WesternBwe l o ⁵⁵ [end]	[start] WesternBwe l o ⁵⁵ [end]
[start] WesternBwe d a ³³ [end]	[start] WesternBwe d a ¹¹ [end]
[start] WesternBwe ɓ ɛ ⁵⁵ [end]	[start] WesternBwe p w e ⁵⁵ [end]
[start] WesternBwe l ɛ ³³ [end]	[start] WesternBwe l e ³³ [end]
[start] WesternBwe ɗ ɛ ³³ [end]	[start] WesternBwe ɗ ɛ ³³ [end]
[start] WesternBwe l i ³³ [end]	[start] WesternBwe l i ¹¹ [end]
[start] WesternBwe l u ³³ [end]	[start] WesternBwe l u ⁵⁵ [end]
[start] WesternBwe d ʊ ³³ [end]	[start] WesternBwe d o ³³ [end]
[start] WesternBwe k l ɔ ³³ [end]	[start] WesternBwe k l o ³³ [end]
[start] WesternBwe k l o ³³ [end]	[start] WesternBwe k l u ³³ [end]
[start] WesternBwe tʰ o ³³ [end]	[start] WesternBwe tʰ o ³³ [end]
[start] WesternBwe l i ³³ [end]	[start] WesternBwe l i ³³ [end]
[start] WesternBwe n ɛ ³³ [end]	[start] WesternBwe n ɛ ³³ [end]
[start] WesternBwe θ u ³³ [end]	[start] WesternBwe θ u ⁵⁵ [end]
[start] WesternBwe p ə ³³ [end]	[start] WesternBwe b o ³³ [end]
[start] WesternBwe ʔ a ⁵⁵ [end]	[start] WesternBwe ɛ ³³ [end]
[start] WesternBwe w i ³³ [end]	[start] WesternBwe w i ³³ [end]
[start] WesternBwe j o ³³ [end]	[start] WesternBwe j o ¹¹ [end]
[start] WesternBwe m ə ³³ [end]	[start] WesternBwe m o ³³ [end]
[start] WesternBwe θ a ⁵⁵ [end]	[start] WesternBwe θ a ⁵⁵ [end]
[start] WesternBwe n i ³³ [end]	[start] WesternBwe n i ³³ [end]
[start] WesternBwe b r ɛ ³³ [end]	[start] WesternBwe b w ɛ ³³ [end]
[start] WesternBwe p ɔ ³³ [end]	[start] WesternBwe b o ³³ [end]
[start] WesternBwe k i ³³ [end]	[start] WesternBwe k i ³³ [end]
[start] WesternBwe θ u ³³ [end]	[start] WesternBwe θ u ³³ [end]
[start] WesternBwe tʰ w ɛ ⁵⁵ [end]	[start] WesternBwe tʰ w ɛ ³³ [end]
[start] WesternBwe r i ³³ [end]	[start] WesternBwe w i ³³ [end]
[start] WesternBwe θ ə ⁵⁵ [end]	[start] WesternBwe θ o ⁵⁵ [end]
[start] WesternBwe θ ɛ ³³ [end]	[start] WesternBwe θ ɛ ³³ [end]
[start] WesternBwe n w e ⁵⁵ [end]	[start] WesternBwe n w e ⁵⁵ [end]
[start] WesternBwe p l ɛ ⁵⁵ [end]	[start] WesternBwe p l e ⁵⁵ [end]
[start] WesternBwe n u ³³ [end]	[start] WesternBwe n u ⁵⁵ [end]
[start] WesternBwe m a ¹¹ [end]	[start] WesternBwe m a ¹¹ [end]
[start] Dashi m a ⁴⁴ [end]	[start] Dashi m ə˞ ⁴⁴ [end]
[start] Dashi ts i ²¹ [end]	[start] Dashi ʈʂ i ³¹ [end]
[start] Dashi k ɯ ²¹ [end]	[start] Dashi k ɯ ²¹ [end]
[start] Dashi s w a ⁴⁴ [end]	[start] Dashi sʰ w a ⁴⁴ [end]
[start] Dashi ts o ŋ ³³ [end]	[start] Dashi ts õ ³³ [end]
[start] Dashi tɕ j e n ⁴² [end]	[start] Dashi tɕ j e n ⁴² [end]
[start] Dashi p ɯ ³³ [end]	[start] Dashi p ɯ ³³ [end]
[start] Dashi x ɯ ³³ [end]	[start] Dashi ɣ ɯ ³³ [end]
[start] Dashi ts o ⁴⁴ [end]	[start] Dashi ʈʂ o ³³ [end]
[start] Dashi s o ²¹ [end]	[start] Dashi z au ²¹ [end]
[start] Dashi k ə˞ ⁴⁴ [end]	[start] Dashi k ə˞ ⁴⁴ [end]
[start] Dashi k a ⁴⁴ [end]	[start] Dashi kʰ a ⁴⁴ [end]
[start] Dashi t u ³¹ [end]	[start] Dashi t ou ⁴² [end]
[start] Dashi ts ou ⁴⁴ [end]	[start] Dashi ts ou ³³ [end]
[start] Dashi kʰ u ³³ [end]	[start] Dashi kʰ u ³³ [end]
[start] Dashi x ɯ ⁴⁴ [end]	[start] Dashi x ɯ ⁴⁴ [end]
[start] Dashi s w a ⁴⁴ [end]	[start] Dashi sʰ w a ⁴⁴ [end]
[start] Dashi pʰ u ⁵⁵ [end]	[start] Dashi pʰ u ⁵⁵ [end]
[start] Dashi k u ²¹ [end]	[start] Dashi k u ²¹ [end]
[start] Dashi k u ²¹ [end]	[start] Dashi k o ²¹ [end]
[start] Dashi m ai ⁴² [end]	[start] Dashi m ə˞ ⁴² [end]
[start] Dashi m e ⁴² [end]	[start] Dashi m e ⁴² [end]
[start] Dashi p j e n ⁴² [end]	[start] Dashi p j e n ⁴² [end]
[start] Dashi k ə˞ ⁵⁵ [end]	[start] Dashi k e ³⁵ [end]
[start] Dashi ʈʂ u ⁴² [end]	[start] Dashi ʈʂ o ³¹ [end]
[start] Dashi tɕ j ɯ ²¹ [end]	[start] Dashi t i ə ²¹ [end]
[start] Dashi k w o ³³ [end]	[start] Dashi kʰ u ³³ [end]
[start] Dashi k ə̃˞ ⁵⁵ [end]	[start] Dashi k ə˞ ³⁵ [end]
[start] Dashi v ɯ ⁴² [end]	[start] Dashi ʈʂ ɯ ³¹ [end]
[start] Dashi ʂ o ³⁵ [end]	[start] Dashi ʂ ə ³⁵ [end]
[start] Dashi ts u ³³ [end]	[start] Dashi ʈʂ o ³³ [end]
[start] Dashi ʂ a ⁴⁴ [end]	[start] Dashi [UNK] ə˞ ⁴⁴ [end]
[start] Dashi ɕ i ³³ [end]	[start] Dashi ɕ i ³³ [end]
[start] Dashi ɕ i ³³ [end]	[start] Dashi ɕ i ³³ [end]
[start] Dashi m e ²¹ [end]	[start] Dashi m e ²¹ [end]
[start] Dashi l o ŋ ²¹ [end]	[start] Dashi l õ ²¹ [end]
[start] Dashi k a ŋ ⁵⁵ [end]	[start] Dashi k ã ³⁵ [end]
[start] Dashi tɕ y ³³ [end]	[start] Dashi ts u ³³ [end]
[start] Dashi tɕ i ³¹ [end]	[start] Dashi tɕ i ³¹ [end]
[start] Dashi s e n ⁴² [end]	[start] Dashi s e n ⁴² [end]
[start] Dashi ʂ ɿ ³³ [end]	[start] Dashi s i ³³ [end]
[start] Dashi t ɥ i ³³ [end]	[start] Dashi t w e n ³³ [end]
[start] Dashi tɕʰ i ⁵⁵ [end]	[start] Dashi tɕʰ i ⁵⁵ [end]
[start] Dashi k ɯ ⁵⁵ [end]	[start] Dashi k ɯ ³⁵ [end]
[start] Dashi ʂ ɯ ³³ [end]	[start] Dashi ʂ ɯ ³³ [end]
[start] Dashi ɕ j e n ⁵⁵ [end]	[start] Dashi ɕ j e n ⁵⁵ [end]
[start] Dashi p ɯ ²¹ [end]	[start] Dashi p u ²¹ [end]
[start] Dashi k u ⁴⁴ [end]	[start] Dashi k ou ⁴⁴ [end]
[start] Dashi ɕ i ⁴⁴ [end]	[start] Dashi ɕ i ⁴⁴ [end]
[start] Dashi ɕ j o ŋ ⁵⁵ [end]	[start] Dashi ʂ ou ⁴⁴ [end]
[start] Dashi ʂ w ã ⁴² [end]	[start] Dashi sʰ w a ŋ ³¹ [end]
[start] Dashi t ɯ ⁴⁴ [end]	[start] Dashi [UNK] ɯ ⁴⁴ [end]
[start] Dashi k o ŋ ⁵⁵ [end]	[start] Dashi k o ŋ ⁵⁵ [end]
[start] Dashi z ɯ ⁴² [end]	[start] Dashi z i ²¹ [end]
[start] Dashi s u ³³ [end]	[start] Dashi s õ ³³ [end]
[start] Dashi ts ɿ ⁵⁵ [end]	[start] Dashi ʈʂ i ⁵⁵ [end]
[start] Dashi k ə˞ ⁴⁴ [end]	[start] Dashi kʰ ə˞ ⁴⁴ [end]
[start] Dashi ʂ ɯ ³³ [end]	[start] Dashi [UNK] ɯ ³³ [end]
[start] Dashi p u ³³ [end]	[start] Dashi p u ³³ [end]
[start] Dashi ɕ j e n ⁵⁵ [end]	[start] Dashi ɕ j e n ⁵⁵ [end]
[start] Dashi ts o ŋ ²¹ [end]	[start] Dashi ts o ŋ ²¹ [end]
[start] Dashi k a ŋ ⁵⁵ [end]	[start] Dashi k ã ³⁵ [end]
[start] Dashi tɕ j o ŋ ²¹ [end]	[start] Dashi ʈʂ o ²¹ [end]
[start] Dashi k u ⁴⁴ [end]	[start] Dashi k o ⁴⁴ [end]
[start] Dashi m a ³³ [end]	[start] Dashi m ə˞ ³³ [end]
[start] Dashi p a ⁴⁴ [end]	[start] Dashi p ə˞ ⁴⁴ [end]
[start] Dashi tɕ j ou ⁴² [end]	[start] Dashi ʈʂ ou ⁴² [end]
[start] Dashi m e ³³ [end]	[start] Dashi m e ³³ [end]
[start] Dashi ʂ u ⁴² [end]	[start] Dashi ɕʰ i ³¹ [end]
[start] Dashi s e n ⁴² [end]	[start] Dashi ɕ j e n ⁴² [end]
[start] Dashi tɕ i ⁴⁴ [end]	[start] Dashi tɕ i ⁴⁴ [end]
[start] Dashi ʈʂ ə˞ ³³ [end]	[start] Dashi ʈʂ i ³³ [end]
[start] Dashi tɕʰ j ə˞ ⁵⁵ [end]	[start] Dashi ʈʂʰ ə̃˞ ⁵⁵ [end]
[start] Dashi tɕʰ j ə˞ ⁵⁵ [end]	[start] Dashi tɕʰ j ə̃˞ ⁵⁵ [end]
[start] Dashi k u ⁴² [end]	[start] Dashi k o ⁴² [end]
[start] Dashi k a ŋ ⁵⁵ [end]	[start] Dashi k ã ³⁵ [end]
[start] Dashi ts o ŋ ²¹ [end]	[start] Dashi ʈʂ õ ²¹ [end]
[start] Dashi ɕ i ⁴⁴ [end]	[start] Dashi ɕ i ³³ [end]
[start] Dashi k u ²¹ [end]	[start] Dashi k u ²¹ [end]
[start] Dashi tɕ i ⁵⁵ [end]	[start] Dashi tɕ i ³⁵ [end]
[start] Dashi j ou ⁴⁴ [end]	[start] Dashi j ou ⁴⁴ [end]
[start] Dashi w a ŋ ⁴⁴ [end]	[start] Dashi w a ŋ ³³ [end]
[start] Dashi w a ŋ ⁴⁴ [end]	[start] Dashi w ã ⁵⁵ [end]
[start] Dashi m õ ³³ [end]	[start] Dashi m ou ³³ [end]
[start] Dashi ʂ u ³³ [end]	[start] Dashi ʂ o ³³ [end]
[start] Dashi n e ³¹ [end]	[start] Dashi n e ⁴² [end]
[start] Dashi tɕ j ou ⁴² [end]	[start] Dashi ts o ⁴² [end]
[start] Dashi k a ⁴⁴ [end]	[start] Dashi k a ⁴⁴ [end]
[start] Dashi tɕ j ə˞ ⁵⁵ [end]	[start] Dashi tɕ j ə̃˞ ³⁵ [end]
[start] Dashi ts a n ⁵⁵ [end]	[start] Dashi ʈʂ m ə̃˞ ³⁵ [end]
[start] Dashi ʂ ẽ ⁵⁵ [end]	[start] Dashi ɕʰ j e n ⁵⁵ [end]
[start] Dashi tɕ j ɯ ³³ [end]	[start] Dashi tɕ j ɯ ³³ [end]
[start] Dashi k u ³³ [end]	[start] Dashi k u ³³ [end]
[start] Dashi tsʰ o ŋ ⁵⁵ [end]	[start] Dashi tsʰ õ ⁵⁵ [end]
[start] Dashi kʰ ɯ ⁵⁵ [end]	[start] Dashi kʰ ɯ ⁵⁵ [end]
[start] Dashi ts ɿ ³³ [end]	[start] Dashi ʈʂ i ³³ [end]
[start] Dashi tɕ y ³³ [end]	[start] Dashi tʰ u ³³ [end]
[start] Dashi t ɯ ⁴² [end]	[start] Dashi t ɯ ³¹ [end]
[start] Dashi t o ²¹ [end]	[start] Dashi t a ²¹ [end]
[start] Dashi tʰ a ⁴⁴ [end]	[start] Dashi tʰ ɑ ⁴⁴ [end]
[start] Dashi ʈʂ ə˞ ⁴² [end]	[start] Dashi ʈʂ i ⁴² [end]
[start] Dashi k ə˞ ⁴² [end]	[start] Dashi k ə˞ ⁴² [end]
[start] Dashi t e ⁴² [end]	[start] Dashi t e ⁴² [end]
[start] Dashi tɕ j ɯ ³³ [end]	[start] Dashi ʈʂ ə ³³ [end]
[start] Dashi ts i ³³ [end]	[start] Dashi ʈʂ ə˞ ³³ [end]
[start] Dashi j a ⁴⁴ [end]	[start] Dashi j a ⁴⁴ [end]
[start] Dashi k ə˞ ⁴² [end]	[start] Dashi k ə˞ ⁴² [end]
[start] Dashi k ə ŋ ⁵⁵ [end]	[start] Dashi kʰ e n ⁵⁵ [end]
[start] Dashi tɕ j ou ⁴⁴ [end]	[start] Dashi ʈʂ ou ³³ [end]
[start] Dashi ts a ŋ ⁵⁵ [end]	[start] Dashi ʈʂ ə̃˞ ³⁵ [end]
[start] Dashi m i ³³ [end]	[start] Dashi m e ³³ [end]
[start] Dashi k u ŋ ⁵⁵ [end]	[start] Dashi k õ ³⁵ [end]
[start] Dashi s u ⁴⁴ [end]	[start] Dashi sʰ ou ⁴⁴ [end]
[start] Dashi ʂ ou ⁵⁵ [end]	[start] Dashi [UNK] ou ⁵⁵ [end]
[start] Dashi f ʯ ⁴² [end]	[start] Dashi f ʯ ⁴² [end]
[start] Dashi ʂ u ⁵⁵ [end]	[start] Dashi s u ³⁵ [end]
[start] Dashi tɕʰ i ⁴⁴ [end]	[start] Dashi tɕʰ i ⁴⁴ [end]
[start] Dashi l o ²¹ [end]	[start] Dashi l ou ²¹ [end]
[start] Dashi k u ⁴² [end]	[start] Dashi k o ⁴² [end]
[start] Dashi x ə̃˞ ⁵⁵ [end]	[start] Dashi x e n ⁵⁵ [end]
[start] Dashi ɕ j e n ⁵⁵ [end]	[start] Dashi ɕ j e n ³⁵ [end]
[start] Dashi p a ²¹ [end]	[start] Dashi p ə̃˞ ²¹ [end]
[start] Dashi s w e ⁴⁴ [end]	[start] Dashi sʰ w e ⁴⁴ [end]
[start] Dashi pʰ ai ⁵⁵ [end]	[start] Dashi pʰ ə˞ ⁵⁵ [end]
[start] Dashi ts i ³³ [end]	[start] Dashi ts i ³³ [end]
[start] Dashi tɕʰ j ə˞ ⁵⁵ [end]	[start] Dashi ʈʂʰ ə̃˞ ⁵⁵ [end]
[start] Dashi ɕ j ə˞ ⁵⁵ [end]	[start] Dashi ɕ j ə̃˞ ⁵⁵ [end]
[start] Dashi tɕ j ɯ ⁵⁵ [end]	[start] Dashi ʈʂ ẽ ³⁵ [end]
[start] Dashi tɕ i ³¹ [end]	[start] Dashi ʈʂ ou ⁴² [end]
[start] Dashi m o ŋ ⁴⁴ [end]	[start] Dashi m õ ⁴⁴ [end]
[start] Dashi ʈʂʰ ə̃˞ ⁵⁵ [end]	[start] Dashi ʈʂʰ ə̃˞ ⁵⁵ [end]
[start] Dashi ts o ²¹ [end]	[start] Dashi ʈʂ ou ²¹ [end]
[start] Dashi k a ŋ ⁵⁵ [end]	[start] Dashi k ã ³⁵ [end]
[start] Dashi ʈʂ ə˞ ⁴² [end]	[start] Dashi ʈʂ i ⁴² [end]
[start] Dashi tɕ j ou ⁴² [end]	[start] Dashi ʈʂ õ ⁴² [end]
[start] Dashi õ ³³ [end]	[start] Dashi t õ ³³ [end]
[start] Dashi t e ³¹ [end]	[start] Dashi ts ẽ ⁴² [end]
[start] Dashi ʂ w ã ⁵⁵ [end]	[start] Dashi sʰ ã ⁵⁵ [end]
[start] Dashi x ẽ ⁵⁵ [end]	[start] Dashi x e n ⁵⁵ [end]
[start] Dashi l o ²¹ [end]	[start] Dashi l ou ²¹ [end]
[start] Dashi k o ⁵⁵ [end]	[start] Dashi kʰ ou ⁵⁵ [end]
[start] Dashi ɲ j o ŋ ³³ [end]	[start] Dashi j o ŋ ³³ [end]
[start] Dashi ɣ ɯ ⁴² [end]	[start] Dashi ɣ ɯ ³¹ [end]
[start] Dashi x ẽ ⁵⁵ [end]	[start] Dashi x e n ⁵⁵ [end]
[start] Dashi k ə̃˞ ⁵⁵ [end]	[start] Dashi k e ⁵⁵ [end]
[start] Dashi ʈʂʰ e ²¹ [end]	[start] Dashi ʈʂ e ⁴² [end]
[start] Dashi v ɯ ⁴² [end]	[start] Dashi ʈʂ ɯ ²¹ [end]
[start] Dashi ʈʂʰ ɯ ⁴² [end]	[start] Dashi tsʰ ɯ ³¹ [end]
[start] Dashi t ɯ ⁴⁴ [end]	[start] Dashi [UNK] ɯ ⁴⁴ [end]
[start] Dashi ɕ ɥ i ³³ [end]	[start] Dashi ɕ j ui ³³ [end]
[start] Dashi n ɯ ⁴² [end]	[start] Dashi t ə n ⁴² [end]
[start] Dashi tɕ i ⁴⁴ [end]	[start] Dashi ʈʂʰ ə̃˞ ⁵⁵ [end]
[start] Dashi m o ²¹ [end]	[start] Dashi m au ²¹ [end]
[start] Dashi p ɛ ²¹ [end]	[start] Dashi p ə˞ ⁴² [end]
[start] Dashi k w a ⁴⁴ [end]	[start] Dashi kʰ w a ⁴⁴ [end]
[start] Dashi tɕ i ⁵⁵ [end]	[start] Dashi tɕʰ i ³⁵ [end]
[start] Dashi tɕ j o ŋ ²¹ [end]	[start] Dashi ʈʂ o ²¹ [end]
[start] Dashi n u ³¹ [end]	[start] Dashi n õ ³¹ [end]
[start] Dashi tʰ i ³³ [end]	[start] Dashi tʰ e ³³ [end]
[start] Dashi p i ²¹ [end]	[start] Dashi p i ²¹ [end]
[start] Dashi ʂ ɿ ⁴⁴ [end]	[start] Dashi ʂ i ⁴⁴ [end]
[start] Dashi k w ə˞ ⁴⁴ [end]	[start] Dashi k w e ⁴² [end]
[start] Dashi n ɯ ³¹ [end]	[start] Dashi ʈʂ ɯ ²¹ [end]
[start] Dashi k w a ⁴⁴ [end]	[start] Dashi k w a ⁴⁴ [end]
[start] Dashi n õ ³³ [end]	[start] Dashi n õ ³³ [end]
[start] Dashi p a ³¹ [end]	[start] Dashi p a ⁴² [end]
[start] Dashi k ə˞ ⁴⁴ [end]	[start] Dashi k ə˞ ⁴⁴ [end]
[start] Dashi ŋ ɯ ²¹ [end]	[start] Dashi ŋ ə ²¹ [end]
[start] Dashi tɕʰ j o ŋ ⁵⁵ [end]	[start] Dashi ʈʂ o ŋ ⁵⁵ [end]
[start] Dashi pʰ o ⁴² [end]	[start] Dashi pʰ ou ³¹ [end]
[start] Dashi kʰ o ŋ ⁵⁵ [end]	[start] Dashi kʰ o ŋ ⁵⁵ [end]
[start] Dashi tɕ j o ŋ ⁵⁵ [end]	[start] Dashi ʈʂ õ [end]
[start] Dashi m i ⁵⁵ [end]	[start] Dashi m e ³⁵ [end]
[start] Dashi k ɯ ⁵⁵ [end]	[start] Dashi k ɯ ⁰ [end]
[start] Dashi x ou ⁵⁵ [end]	[start] Dashi x ou ³⁵ [end]
[start] Dashi pʰ a ⁴⁴ [end]	[start] Dashi pʰ ou ³³ [end]
[start] Dashi ʂ ə˞ ⁵⁵ [end]	[start] Dashi [UNK] ə˞ ⁵⁵ [end]
[start] Dashi kʰ w ã ³³ [end]	[start] Dashi kʰ w a ŋ ³³ [end]
[start] Dashi m ɯ ³¹ [end]	[start] Dashi m [UNK] ⁴² [end]
[start] Dashi k õ ⁵⁵ [end]	[start] Dashi kʰ õ ⁵⁵ [end]
[start] Dashi m õ ²¹ [end]	[start] Dashi m [UNK] ²¹ [end]
[start] Dashi w ẽ ²⁴² [end]	[start] Dashi w ẽ ³³ [end]
[start] Dashi f ʯ ⁵⁵ [end]	[start] Dashi f ʯ ³⁵ [end]
[start] Dashi ɕ j o ŋ ⁵⁵ [end]	[start] Dashi ɕ o ŋ ³⁵ [end]
[start] Dashi tɕ j a ⁴⁴ [end]	[start] Dashi tɕ j a ⁴² [end]
[start] Dashi ts ɯ ³³ [end]	[start] Dashi ts ɯ ³³ [end]
[start] Dashi ʈʂ õ ³³ [end]	[start] Dashi ʈʂ õ ³³ [end]
[start] Dashi p õ ³³ [end]	[start] Dashi b au ³³ [end]
[start] Dashi x u ⁴² [end]	[start] Dashi x ou ³¹ [end]
[start] Dashi p u ³³ [end]	[start] Dashi p u ³³ [end]
[start] Dashi ɕ j ou ŋ ⁴⁴ [end]	[start] Dashi ʂ ou ⁵⁵ [end]
[start] Dashi tɕ j ou ²¹ [end]	[start] Dashi ʈʂ o ²¹ [end]
[start] Dashi m a ³³ [end]	[start] Dashi m ə˞ ³³ [end]
[start] Dashi m ɯ ⁴⁴ [end]	[start] Dashi m õ ⁴⁴ [end]
[start] Dashi ɕ j ou ŋ ⁵⁵ [end]	[start] Dashi ɕ i õ ³⁵ [end]
[start] Dashi tɕ i ³¹ [end]	[start] Dashi tɕ i ⁴² [end]
[start] Dashi ɣ ɯ ³³ [end]	[start] Dashi ɣ ɯ ³³ [end]
[start] Dashi s w a ⁴⁴ [end]	[start] Dashi s w a ⁴⁴ [end]
[start] Dashi w a ⁴⁴ [end]	[start] Dashi w a ŋ ³³ [end]
[start] Dashi p u ³³ [end]	[start] Dashi p u ³³ [end]
[start] Dashi p a ³³ [end]	[start] Dashi p ə̃˞ ³³ [end]
[start] Dashi tʰ a ⁴⁴ [end]	[start] Dashi tʰ a ⁴⁴ [end]
[start] Dashi tɕʰ j ə˞ ³³ [end]	[start] Dashi ʈʂʰ ə˞ ⁴⁴ [end]
[start] Dashi j a ⁴⁴ [end]	[start] Dashi j a ⁴⁴ [end]
[start] Dashi k ɯ ²¹ [end]	[start] Dashi k ɯ ²¹ [end]
[start] Dashi k ə˞ ⁴⁴ [end]	[start] Dashi k ə˞ ⁴⁴ [end]
[start] Dashi s a ⁴⁴ [end]	[start] Dashi s a ⁴⁴ [end]
[start] Dashi k ə˞ ⁴² [end]	[start] Dashi k ə˞ ⁴² [end]
[start] Dashi ts õ ³³ [end]	[start] Dashi ʈʂ o ŋ ³³ [end]
[start] Dashi k a ŋ ³³ [end]	[start] Dashi k ə̃˞ ³³ [end]
[start] Dashi x a ŋ ⁵⁵ [end]	[start] Dashi x ə̃˞ ⁵⁵ [end]
[start] Dashi t a ⁴⁴ [end]	[start] Dashi t a ⁴² [end]
[start] Dashi ʈʂʰ u ⁴² [end]	[start] Dashi ʈʂʰ u ³¹ [end]
[start] Dashi k ɯ ³³ [end]	[start] Dashi k ẽ ³³ [end]
[start] Dashi m a ²¹ [end]	[start] Dashi m ə˞ ²¹ [end]
[start] Dashi tɕ j ə˞ ⁴⁴ [end]	[start] Dashi tɕ j ə˞ ⁴⁴ [end]
[start] Dashi k ɯ̃ ⁵⁵ [end]	[start] Dashi k ɯ ³⁵ [end]
[start] Dashi ʈʂʰ u ⁵⁵ [end]	[start] Dashi ʈʂʰ u ⁵⁵ [end]
[start] Dashi m a ²¹ [end]	[start] Dashi m ə˞ ²¹ [end]
[start] Dashi u ⁴⁴ [end]	[start] Dashi ou ⁴⁴ [end]
[start] Dashi ʈʂ i ⁴² [end]	[start] Dashi ʈʂ i ⁴² [end]
[start] Dashi tsʰ u ⁴⁴ [end]	[start] Dashi tsʰ ou ³³ [end]
[start] Dashi k õ ³³ [end]	[start] Dashi k o ŋ ³³ [end]
[start] Dashi j ɯ ²¹ [end]	[start] Dashi j ɯ ²¹ [end]
[start] Dashi t ɥ e n ⁵⁵ [end]	[start] Dashi t w e n ³⁵ [end]
[start] Dashi tɕ i ⁴⁴ [end]	[start] Dashi ʈʂ ou ³³ [end]
[start] Dashi m ɯ ⁴⁴ [end]	[start] Dashi m [UNK] ⁴⁴ [end]
[start] Dashi k w a ⁴⁴ [end]	[start] Dashi k w a ⁴⁴ [end]
[start] Dashi tʰ i ³³ [end]	[start] Dashi tʰ i ³³ [end]
